bangla_speech_word,bangla_speech_ipa,regional_word,regional_ipa
আমার,amarɔ,আর,ɐɾ
একদমই,ekɔd̪ɔmi,এক্কানাও,ɛkkɐnɐ͡o̯
ভালো,b̤al̪o,ভালা,vɐlɐ
লাগেনি,l̪aɡen̪i,লাগে,lɐge
মেয়েটি,mee̯eti,মাইয়া,mɐ͡ɪ̯ʲɐ
গোলাপি,ɡol̪api,গা,gɐ
রঙের,rɔŋerɔ,গোলাপি,golɐpɪ
শাড়ি,ɕaɽi,রঙের,ɾɔŋeɾ
পরে,pɔre,কার,kɐɾ
এসেছিল,es̪et͡ɕʰil̪,হিনছিলো,hɪncʰɪlo
আমার,amarɔ,দুইদিন,d̪u͡ɪ̯d̪ɪn
দুইদিন,d̪uid̪in̪ɔ,হরে,hoɾe
পরে,pɔre,আর,ɐɾ
বিয়ে,bie̯e,বিয়া,bɪʲɐ
হবে,hɔbe,ওইবো,o͡ɪ̯bo
ছেলেটি,t͡ɕʰel̪eti,হোলাগা,holɐgɐ
এখন,ekʰɔn̪ɔ,অন,ɔn
আর,arɔ,আর,ɐɾ
বিকালে,bikal̪e,বিয়ালে,bɪʲɐle
খেলতে,kʰel̪t̪e,খেলতো,kʰelɔt̪o
বের,berɔ,বার,bɐɾ
হয়,he̯ɔ,ওনা,onɐ
মেয়েটি,mee̯eti,মাইয়া,mɐ͡ɪ̯ʲɐ
সকালে,s̪ɔkal̪e,গা,gɐ
ঘুম,̤ɡ̤umɔ,সকালে,ʃɔkɐle
থেকে,t̪ʰeke,উঠিই,utʰɪ͡ɪ̯
উঠেই,utʰei,হইরতো,hɪɾot̪o
পরতে,pɔrɔt̪e,বইয়ে,bo͡ɪ̯ʲe
আমার,amarɔ,কাইল্গা,kɐ͡ɪ̯lgɐ
চাচা,t͡ɕat͡ɕa,আর,ɐɾ
বিদেশ,bid̪eɕɔ,চাচা,cɐcɐ
থেকে,t̪ʰeke,বিদাশ,bɪd̪ɐʃ
গতকাল,ɡɔt̪ɔkal̪ɔ,তুন,t̪un
বাংলাদেশে,baŋl̪ad̪eɕe,বাংলাদেশে,bɐŋlɐd̪eʃe
এসেছে,es̪et͡ɕʰe,আইছে,ɐ͡ɪ̯cʰe
আমার,amarɔ,আর,ɐɾ
বাসার,bas̪arɔ,বাসার,bɐʃɐɾ
দারওয়ান,d̪aroe̯an̪ɔ,দারোয়ান,d̪ɐɾoʷɐn
অনেক,on̪ekɔ,মেলা,mɛlɐ
ভালো,b̤al̪o,ভালা,vɐlɐ
মানুষ,man̪uʂ,মানুষ,mɐnuʃ
আমার,amarɔ,আর,ɐɾ
বন্ধু,bɔn̪d̪̤u,বন্ধু,bond̪ʱu
খুলনা,kʰul̪n̪a,খুলনা,kʰulnɐ
ঘুরতে,̤ɡ̤urt̪e,ঘুইত্তো,gʱu͡ɪ̯t̪t̪o
গিয়েছে,ɡie̯et͡ɕʰe,গেছে,gecʰe
আমার,amarɔ,আর,ɐɾ
ঘুরতে,̤ɡ̤urt̪e,ঘুইত্তে,gʱu͡ɪ̯t̪t̪e
অনেক,on̪ekɔ,মেলা,mɛlɐ
ভালো,b̤al̪o,ভালা,bʱɐlɐ
লাগে,l̪aɡe,লাগে,lɐge
আমি,ami,আই,ɐ͡ɪ̯
বিদেশে,bid̪eɕe,বিদেশ,bɪd̪eʃ
গিয়ে,ɡie̯e,যাই,zɐ͡ɪ̯
অনেক,on̪ekɔ,ঘুরত্তাম,gʱuɾt̪t̪ɐm
ঘুরতে,̤ɡ̤urt̪e,চাই,cɐ͡ɪ̯
তুমি,t̪umi,তুই,t̪u͡ɪ̯
আমাকে,amake,আরে,ɐɾe
বিরক্ত,birɔkt̪ɔ,জালাইয়ো,ɟɐlɐ͡ɪ̯ʲo
করো,kɔro,নাহ,nɐh
না,n̪a,তো,t̪o
তিনি,t̪in̪i,হেতন,hɛt̪on
আমাকে,amake,আরে,ɐɾe
অনেক,on̪ekɔ,মেলা,mɛlɐ
অপমান,opman̪ɔ,অপমান,ɔpomɐn
করেছে,kɔret͡ɕʰe,কইচ্ছে,ko͡ɪ̯ccʰe
আমার,amarɔ,আর,ɐɾ
সকালে,s̪ɔkal̪e,বেনে,bene
উঠে,utʰe,উঠি,utʰɪ
বই,bi,বই,bo͡ɪ̯
পরতে,pɔrɔt̪e,হইরতে,ho͡ɪ̯ɾt̪e
অনেক,on̪ekɔ,মেলা,mɛlɐ
ভালো,b̤al̪o,ভাল্লাগে,bʱɐllɐge
আমার,amarɔ,আর,ɐɾ
ছোট,t͡ɕʰotɔ,ভাই,bʱɐ͡ɪ̯
ভাই,b̤ai,ছোডগা,cʰodgɐ
একদমই,ekɔd̪ɔmi,এক্কারেই,ɛkkɐɾe͡ɪ̯
পড়ালেখা,pɔɽal̪ekʰa,হড়ালেয়া,hɔɽɐleʲɐ
করতে,kɔrɔt̪e,কইরতো,ko͡ɪ̯ɾot̪o
চায়,t͡ɕae̯ɔ,চায়,cɐe̯
না,n̪a,না,nɐ
আমার,amarɔ,আর,ɐɾ
ছোট,t͡ɕʰotɔ,ভাই,bʱɐ͡ɪ̯
ভাই,b̤ai,ছোডগা,cʰodgɐ
বিদ্যালয়ে,bid̪d͡zal̪e̯e,ইস্কুলে,ɪskule
যেতে,d͡zet̪e,যাইতো,ɟɐ͡ɪ̯t̪o
চায়,t͡ɕae̯ɔ,চায়,cɐe̯
না,n̪a,নাহ,nɐh
আমার,amarɔ,আর,ɐɾ
ছোট,t͡ɕʰotɔ,ছোড,cʰod
ভাইয়ের,b̤aie̯erɔ,ভাইয়ের,bʱɐ͡ɪ̯ʲeɾ
বিদ্যালয়ে,bid̪d͡zal̪e̯e,ইস্কুলে,ɪskule
গিয়ে,ɡie̯e,যাই,ɟɐ͡ɪ̯
পড়ালেখা,pɔɽal̪ekʰa,হরালেয়া,hɔɾɐleʲɐ
করতে,kɔrɔt̪e,করতে,koɾt̪e
ভাল,b̤al̪ɔ,চায়,cɐe̯
লাগে,l̪aɡe,না,nɐ
আমি,ami,আই,ɐ͡ɪ̯
একদিন,ekd̪in̪ɔ,একদিন,ɛkd̪ɪn
বিদ্যালয়ের,bid̪d͡zal̪e̯erɔ,ইস্কুলের,ɪskuleɾ
মাঠে,matʰe,মাঠে,mɐtʰe
মাথা,mat̪ʰa,মাতা,mɐt̪ɐ
ঘুরিয়ে,̤ɡ̤urie̯e,ঘুরি,gʱuɾɪ
পরে,pɔre,হরি,hoɾɪ
গিয়েছিলাম,ɡie̯et͡ɕʰil̪am,গেছিলাম,gecʰɪlɐm
আপনি,apn̪i,আন্নে,ɐnne
কি,ki,কি,kɪ
আমাকে,amake,আরে,ɐɾe
কোনদিনও,kon̪d̪in̪o,কোনদিন,kond̪ɪn
ভালবাসবেন,b̤al̪bas̪ɔben̪ɔ,ভালা,bʱɐlɐ
না,n̪a,বাইসতেন,bɐ͡ɪ̯ʃt̪en
?,?,নো?,no?
আমার,amarɔ,আর,ɐɾ
বন্ধু,bɔn̪d̪̤u,বন্ধু,bond̪ʱu
আজকে,ad͡ʑke,আইজকা,ɐ͡ɪ̯ɟkɐ
সকালে,s̪ɔkal̪e,ফুটবল,pʰutbɔl
ফুটবল,ɸutɔbɔl̪ɔ,খেলছে,kʰelcʰe
তুমি,t̪umi,তুই,t̪u͡ɪ̯
আমার,amarɔ,আর,ɐɾ
মনের,mɔn̪erɔ,মনের,moneɾ
কথা,kɔt̪ʰa,কতা,kɔt̪ɐ
একদমই,ekɔd̪ɔmi,এক্কারেই,ɛkkɐɾe͡ɪ̯
বুঝো,bud͡ʑ̤o,বুঝো,buɟʱo
না,n̪a,নাহ,nɐh
আমার,amarɔ,আর,ɐɾ
আম্মু,ammu,মা,mɐ
অনেক,on̪ekɔ,এক্কারে,ɛkkɐɾe
ভালো,b̤al̪o,অনেক,ɔnek
রান্না,ran̪n̪a,ভালা,bʱɐlɐ
করে,kɔre,রাইন্তো,ɾɐ͡ɪ̯nt̪o
আমার,amarɔ,আর,ɐɾ
বন্ধু,bɔn̪d̪̤u,বন্ধু,bond̪ʱu
এখন,ekʰɔn̪ɔ,ওনগা,ongɐ
ঘুমাতে,̤ɡ̤umat̪e,ঘুমাইতো,gʱumɐ͡ɪ̯t̪o
যাবে,d͡zabe,যাইবো,ɟɐ͡ɪ̯bo
আমার,amarɔ,আর,ɐɾ
ছোট,t͡ɕʰotɔ,বইন,bo͡ɪ̯n
বোন,bon̪ɔ,ছোডগা,cʰodgɐ
নাচতে,n̪at͡ɕt̪e,নাইচতো,nɐ͡ɪ̯cɔt̪o
পারে,pare,হারে,hɐɾe
আমার,amarɔ,আর,ɐɾ
বন্ধু,bɔn̪d̪̤u,বন্ধু,bond̪ʱu
এইবার,eibarɔ,এইবার,e͡ɪ̯bɐɾ
ছুটিতে,t͡ɕʰutit̪e,ছুডিট,cʰudɪt
রাজশাহী,rad͡ʑɕahi,রাজশাহী,ɾɐɟʃɐhɪ
ঘুরতে,̤ɡ̤urt̪e,বেরাইতো,beɾɐ͡ɪ̯t̪o
যাবে,d͡zabe,যাইবো,ɟɐ͡ɪ̯bo
আমার,amarɔ,আর,ɐɾ
বন্ধু,bɔn̪d̪̤u,বন্ধু,bond̪ʱu
যাকে,d͡zake,জিগারে,ɟɪgɐɾe
ভালবাসে,b̤al̪bas̪e,ভালোবাসে,bʱɐlobɐʃe
সে,s̪e,হিগা,hɪgɐ
রাজশাহী,rad͡ʑɕahi,রাজশাহী,ɾɐɟʃɐhɪ
থাকে,t̪ʰake,থায়,t̪ʰɐe̯
মেয়েটি,mee̯eti,মাইয়াগা,mɐ͡ɪ̯ʲɐgɐ
রাজশাহী,rad͡ʑɕahi,রাজশাহীর,ɾɐɟʃɐhɪɾ
থেকে,t̪ʰeke,তুন,t̪un
আমার,amarɔ,আর,ɐɾ
বড়,bɔɽɔ,ভাইয়ার,bʱɐ͡ɪ̯ʲɐɾ
ভাইয়ের,b̤aie̯erɔ,লগে,lɔge
সাথে,s̪at̪ʰe,দেয়া,d̪eʲɐ
দেখা,d̪ekʰa,কইরতো,kɪɾot̪o
করতে,kɔrɔt̪e,আইছিলো,ɐ͡ɪ̯cʰɪlo
মেয়েটি,mee̯eti,মাইয়াগা,mɐ͡ɪ̯ʲɐgɐ
এখন,ekʰɔn̪ɔ,অন,ɔn
সিলেট,s̪il̪etɔ,সিলেট,sɪlet
যাবে,d͡zabe,যাইবো,ɟɐ͡ɪ̯bo
আমার,amarɔ,আর,ɐɾ
বড়,bɔɽɔ,বড়,bɔɽo
ভাই,b̤ai,ভাই,bʱɐ͡ɪ̯
এখন,ekʰɔn̪ɔ,অন,ɔn
তাঁর,t̪ɔ̃rɔ,হের,heɾ
বন্ধুদের,bɔn̪d̪̤ud̪erɔ,বন্ধুগো,bond̪ʱugo
সাথে,s̪at̪ʰe,লগে,lɔge
সিগারেট,s̪iɡaretɔ,সিগারেট,ʃɪgɐɾet
খায়,kʰae̯ɔ,খায়,kʰɐe̯
না,n̪a,না,nɐ
আপনি,apn̪i,আন্নে,ɐnne
কি,ki,কি,kɪ
আমাকে,amake,আরে,ɐɾe
আগে,aɡe,আগে,ɐge
কোনদিন,kon̪d̪in̪ɔ,কোনদিন,kond̪ɪn
দেখেছেন,d̪ekʰet͡ɕʰen̪ɔ,দেখছেন,d̪ekʰcʰen
?,?,নি?,nɪ?
আপনি,apn̪i,আন্নে,ɐnne
কি,ki,কি,kɪ
আমাকে,amake,আরে,ɐɾe
চিনতে,t͡ɕin̪t̪e,চিনতেন,cɪnt̪en
পেরেছেন?,peret͡ɕʰen̪ɔ?,হাইরছেন,hɐ͡ɪ̯ɾcʰen
ছেলেটি,t͡ɕʰel̪eti,হোলাগা,holɐgɐ
আমাকে,amake,আরে,ɐɾe
চিনতে,t͡ɕin̪t̪e,চিনতো,cɪnt̪o
পারল,parɔl̪ɔ,হারে,hɐɾe
না,n̪a,নো,no
মেয়েটি,mee̯eti,মাইয়াগা,mɐ͡ɪ̯ʲɐgɐ
তোমাকে,t̪omake,আরে,ɐɾe
চিনতে,t͡ɕin̪t̪e,চিনতো,cɪnt̪e͡ɐ̯
পারল,parɔl̪ɔ,হারে,hɐɾe
না,n̪a,নো,no
আমার,amarɔ,আর,ɐɾ
এখন,ekʰɔn̪ɔ,ওনগা,ongɐ
পড়ালেখা,pɔɽal̪ekʰa,হরালেয়া,hɔɾɐleʲɐ
করা,kɔra,করা,kɔɾɐ
উচিত,ut͡ɕit̪,উচিত,ucɪt̪
অনেক,on̪ekɔ,মেলা,mɛlɐ
রাত,rat̪ɔ,রাইত,ɾɐ͡ɪ̯t̪o
হয়েছে,he̯et͡ɕʰe,ওইছে,o͡ɪ̯cʰe
এখন,ekʰɔn̪ɔ,অনগা,ɔnɔgɐ
আমার,amarɔ,আর,ɐɾ
ছোট,t͡ɕʰotɔ,ছোড,cʰod
বোন,bon̪ɔ,বইন,bo͡ɪ̯n
ঘুমাতে,̤ɡ̤umat̪e,ঘুমাইতো,gʱumɐ͡ɪ̯t̪o
যাবে,d͡zabe,যাইবো,ɟɐ͡ɪ̯bo
আমাকে,amake,আর,ɐɾ
পরিক্ষার,pɔrikʂarɔ,হরিক্ষার,hoɾɪkkʰɐɾ
আগে,aɡe,আগে,ɐge
সব,s̪ɔbɔ,দি,d̪ɪ
কিছু,kit͡ɕʰu,আর,ɐɾ
নিয়ে,n̪ie̯e,বেগগিন,begogɪn
পড়ালেখা,pɔɽal̪ekʰa,লই,lɔ͡ɪ̯
করতে,kɔrɔt̪e,হরালেয়া,hɔɾɐleʲɐ
হবে,hɔbe,করন,kɔɾon
আমার,amarɔ,আর,ɐɾ
ছোট,t͡ɕʰotɔ,ভাই,bʱɐ͡ɪ̯
ভাই,b̤ai,ইস্কুলে,ɪskule
বিদ্যালয়ে,bid̪d͡zal̪e̯e,যাই,ɟɐ͡ɪ̯
গিয়ে,ɡie̯e,বন্ধুগো,bond̪ʱugo
বন্ধুদের,bɔn̪d̪̤ud̪erɔ,লগে,lɔge
সাথে,s̪at̪ʰe,আড্ডা,ɐddɐ
গল্প,ɡɔl̪pɔ,দেয়,d̪ee̯
আমার,amarɔ,আর,ɐɾ
বন্ধু,bɔn̪d̪̤u,বন্ধু,bond̪ʱu
বিদ্যালয়ের,bid̪d͡zal̪e̯erɔ,ইস্কুলের,ɪskuleɾ
মাঠে,matʰe,মাঠে,mɐtʰe
প্রতিদিন,prɔt̪id̪in̪ɔ,আই,ɐ͡ɪ̯
ক্রিকেট,kriketɔ,হত্তিদিন,hɔt̪t̪ɪd̪ɪn
খেলে,kʰel̪e,ব্যাড,bɛd
একটি,ekti,এইজ্ঞা,e͡ɪ̯ggɐ
ছোট,t͡ɕʰotɔ,ছোডাে,cʰodɐe
শিশু,ɕiɕu,হোলা,holɐ
ফুটপাতে,ɸutpat̪e,ফুটপাতে,pʰutpɐt̪e
লাফাচ্ছে,l̪aɸat͡ɕt͡ɕʰe,লাফার,lɐpʰɐɾ
আমার,amarɔ,আর,ɐɾ
বান্ধুবি,ban̪d̪̤ubi,বান্ধুবি,bɐnd̪ʱubɪ
তার,t̪arɔ,হেতির,het̪ɪɾ
স্বামীকে,s̪bamike,জামাইরে,ɟɐmɐ͡ɪ̯ɾe
খুব,kʰubɔ,মেলা,mɛlɐ
ভালবাসে,b̤al̪bas̪e,ভালোবাসে,bʱɐlobɐʃe
আমার,amarɔ,আর,ɐɾ
স্ত্রী,s̪t̪ri,বউ,bɔ͡u̯
আমাকে,amake,আরে,ɐɾe
ভালোবাসে,b̤al̪obas̪e,ভালোবাসে,bʱɐlobɐʃe
না,n̪a,নাহ,nɐh
স্কুল,s̪kul̪ɔ,ইস্কুলে,ɪskule
জীবন,d͡ʑibɔn̪ɔ,থাক্ততেই,t̪ʰɐkt̪ot̪e͡ɪ̯
থেকে,t̪ʰeke,আর,ɐɾ
আমার,amarɔ,ভাইয়ের,bʱɐ͡ɪ̯ʲeɾ
ভাইয়ের,b̤aie̯erɔ,লগে,lɔge
সাথে,s̪at̪ʰe,তোর,t̪oɾ
তোমার,t̪omarɔ,বইনের,bo͡ɪ̯neɾ
বোনের,bon̪erɔ,সম্পর্ক,ʃɔmpoɾko
প্রেম,premɔ,আছিলো,ɐcʰɪlo
আমার,amarɔ,কাইল্গা,kɐ͡ɪ̯lgɐ
গতকাল,ɡɔt̪ɔkal̪ɔ,আর,ɐɾ
প্রচণ্ড,prɔt͡ɕɔndɔ,মেলা,mɛlɐ
মাথা,mat̪ʰa,মাতা,mɐt̪ɐ
ব্যথা,bd͡zɔt̪ʰa,বেতা,bet̪ɐ
করছিলো,kɔrɔt͡ɕʰil̪o,কইচ্ছে,ko͡ɪ̯ccʰe
আমি,ami,আই,ɐ͡ɪ̯
তোমার,t̪omarɔ,তোর,t̪oɾ
কোন,kon̪ɔ,কোনো,kono
কথা,kɔt̪ʰa,কতাই,kɔt̪ɐ͡ɪ̯
কিছুই,kit͡ɕʰui,বুইঝদাম,bu͡ɪ̯ɟʱd̪ɐm
বুঝতে,bud͡ʑ̤t̪e,হারি,hɐɾɪ
পারলাম,parl̪amɔ,নো,no
তোমার,t̪omarɔ,তোয়ার,t̪oʷɐɾ
হাশির,haɕirɔ,হাসির,hɐʃɪɾ
কাছে,kat͡ɕʰe,কাছে,kɐcʰe
আমার,amarɔ,আর,ɐɾ
সব,s̪ɔbɔ,বেক,bek
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
হার,harɔ,এ,e
মেনে,men̪e,হার,hɐɾ
যায়,d͡zae̯,মানি,mɐnɪ
তোমার,t̪omarɔ,তোর,t̪oɾ
চোখ,t͡ɕokʰɔ,চোখ,cokʰ
দুটো,d̪uto,দুগা,d̪ugɐ
অনেক,on̪ekɔ,মেলা,mɛlɐ
সুন্দর,s̪un̪d̪ɔrɔ,সুন্দর,ʃund̪ɔɾ
তোমার,t̪omarɔ,তোর,t̪oɾ
সাথে,s̪at̪ʰe,লগে,lɔge
অনেক,on̪ekɔ,মেলাদিন,mɛlɐd̪ɪn
দিন,d̪in̪ɔ,হরে,hoɾe
পর,pɔrɔ,দেয়া,d̪eʲɐ
ছেলেটি,t͡ɕʰel̪eti,হোলাগা,holɐgɐ
বিদেশে,bid̪eɕe,বিদেশ,bɪd̪eʃ
গিয়ে,ɡie̯e,যাই,ɟɐ͡ɪ̯
পড়ালেখা,pɔɽal̪ekʰa,হরালেয়া,hɔɾɐleʲɐ
করার,kɔrarɔ,কইরবার,ko͡ɪ̯ɾbɐɾ
স্বপ্ন,s̪bɔpn̪ɔ,স্বপ্ন,ʃɔpno
দেখে,d̪ekʰe,দেয়ের,d̪eʲeɾ
তোমার,t̪omarɔ,তোর,t̪oɾ
সাথে,s̪at̪ʰe,লগে,lɔge
কথা,kɔt̪ʰa,কতা,kɔt̪ɐ
বলে,bɔl̪e,কই,ko͡ɪ̯
আমার,amarɔ,আর,ɐɾ
অনেক,on̪ekɔ,মেলা,mɛlɐ
ভালো,b̤al̪o,ভাল্লাইগছে,bʱɐllɐ͡ɪ̯gcʰe
তোমার,t̪omarɔ,তোর,t̪oɾ
বন্ধুর,bɔn̪d̪̤urɔ,বন্ধুর,bond̪ʱuɾ
সাথে,s̪at̪ʰe,লগে,lɔge
পরিচিত,pɔrit͡ɕit̪ɔ,হরিচিত,hoɾɪcɪt̪o
হয়ে,he̯e,ওই,o͡ɪ̯
ভালো,b̤al̪o,ভাল্লাইগছে,bʱɐllɐ͡ɪ̯gcʰe
আমার,amarɔ,আর,ɐɾ
আব্বু,abbu,আব্বা,ɐbbɐ
আর,arɔ,আর,ɐɾ
চাচার,t͡ɕat͡ɕarɔ,চাচার,cɐcɐɾ
মধ্যে,mɔd̪̤d͡ze,মইদ্ধ্যে,mo͡ɪ̯d̪d̪ʱe
জায়গা,d͡ʑae̯ɡa,জাগা,ɟɐgɐ
জমি,d͡ʑɔmi,জমি,ɟomɪ
নিয়ে,n̪ie̯e,লই,lɔ͡ɪ̯
ঝগড়া,d͡ʑ̤ɔɡɔɽa,কাইজ্জা,kɐ͡ɪ̯ɟɟɐ
হয়,he̯ɔ,ওয়,oe̯
লোকটি,l̪okti,বেডাগা,bedɐgɐ
কিছু,kit͡ɕʰu,কদিন,kod̪ɪn
দিন,d̪in̪ɔ,আগে,ɐge
আগে,aɡe,বিয়া,bɪʲɐ
বিয়ে,bie̯e,কইচ্ছেন,ko͡ɪ̯ccʰen
প্রথমে,prɔt̪ʰɔme,আগে,ɐge
তোমাকে,t̪omake,দি,d̪ɪ
একটি,ekti,তোর,t̪oɾ
বইয়ের,bie̯erɔ,এক্কানা,ɛkkɐnɐ
দোকানে,d̪okan̪e,বই,bo͡ɪ̯
যেতে,d͡zet̪e,এর,eɾ
হবে,hɔbe,দোয়ানে,d̪oʷɐne
বেশি,beɕi,বেক,bek
কিছু,kit͡ɕʰu,কতা,kɔt̪ɐ
বলার,bɔl̪arɔ,কইবার,ko͡ɪ̯bɐɾ
আগেই,aɡei,আগেদি,ɐged̪ɪ
আবেগে,abeɡe,আবেগে,ɐbege
চোখে,t͡ɕokʰe,চোকে,coke
পানি,pan̪i,দি,d̪ɪ
চলে,t͡ɕɔl̪e,হানি,hɐnɪ
আসছে,as̪t͡ɕʰe,চলি,colɪ
আপনার,apn̪arɔ,আর,ɐɾ
বন্ধুদের,bɔn̪d̪̤ud̪erɔ,বন্ধুগোরে,bond̪ʱugoɾe
গালি,ɡal̪i,গালি,gɐlɪ
দেওয়ার,d̪eoe̯arɔ,দিবার,d̪ɪbɐɾ
সুযোগ,s̪ud͡zoɡɔ,সুযোগ,ʃuɟog
করে,kɔre,করি,koɾɪ
দিন,d̪in̪,দেন,d̪ɛn
অনেক,on̪ekɔ,মেলা,mɛlɐ
মানুষ,man̪uʂɔ,মানুষ,mɐnuʃ
এখনো,ekʰn̪o,অনো,ɔno
পেছনে,pet͡ɕʰn̪e,হিছের,hɪcʰeɾ
লাইনে,l̪ain̪e,লাইনে,lɐ͡ɪ̯ne
দাঁড়িয়ে,d̪ɔ̃ɽie̯e,খাড়াই,kʰɐɽɐ͡ɪ̯
আছে,at͡ɕʰe,রইছে,ɾo͡ɪ̯cʰe
একজন,ekɔd͡ʑɔn̪ɔ,বেডি,bedɪ
মহিলা,mɔhil̪a,ওগগা,oggɐ
মারা,mara,মরি,moɾɪ
গেছেন,ɡet͡ɕʰen̪,গেছে,gecʰe
আপনি,apn̪i,আন্নে,ɐnne
এত,et̪ɔ,এতো,et̪o
গরীব,ɡɔribɔ,গরিব,goɾɪb
আগে,aɡe,আগে,ɐge
কেন,ken̪ɔ,কিল্লাই,kɪllɐ͡ɪ̯
বলেননি,bɔl̪en̪n̪i,কন,kon
তুমি,t̪umi,তুই,t̪u͡ɪ̯
ছাড়া,t͡ɕʰaɽa,ছাড়া,cʰɐɽɐ
এই,ei,আর,ɐɾ
পৃথিবীতে,pɽit̪ʰibit̪e,এই,e͡ɪ̯
আমার,amarɔ,দুনিয়াত,d̪unɪʲɐt̪
আর,arɔ,আর,ɐɾ
কেউ,keu,কেও,ke͡o̯
নেই,n̪ei,নাই,nɐ͡ɪ̯
আমি,ami,আই,ɐ͡ɪ̯
আগেই,aɡei,আগেই,ɐge͡ɪ̯
বলেছি,bɔl̪et͡ɕʰi,কইছি,ko͡ɪ̯cʰɪ
তোমাকে,t̪omake,তোর,t̪oɾ
নিয়ে,n̪ie̯e,লগে,lɔge
বিদেশ,bid̪eɕɔ,আই,ɐ͡ɪ̯
ঘুরতে,̤ɡ̤urt̪e,বিদাশ,bɪd̪ɐʃ
চাই,t͡ɕai,ঘুইত্তাম,gʱu͡ɪ̯t̪t̪ɐm
আমার,amarɔ,আর,ɐɾ
আম্মু,ammu,আম্মা,ɐmmɐ
আমাকে,amake,আরে,ɐɾe
সবার,s̪ɔbarɔ,বেকের,bekeɾ
সামনে,s̪amn̪e,সামনে,ʃɐmne
মারতে,mart̪e,মাইরতে,mɐ͡ɪ̯ɾt̪e
বাসায়,bas̪ae̯ɔ,বাইত,bɐ͡ɪ̯t̪o
নিয়ে,n̪ie̯e,লই,lɔ͡ɪ̯
আসে,as̪e,আইছে,ɐ͡ɪ̯cʰe
আপনি,apn̪i,আন্নে,ɐnne
কি,ki,কি,kɪ
জানেন,d͡ʑan̪en̪ɔ,জানেন,ɟɐnen
এখানে,ekʰan̪e,নি,nɪ
অনেক,on̪ekɔ,ইয়ানে,ɪʲɐne
ছেলে,t͡ɕʰel̪e,মেলা,mɛlɐ
কমেন্ট,kɔmen̪tɔ,হোলা,holɐ
পড়তে,pɔɽɔt̪e,আইবো,ɐ͡ɪ̯bo
আসবে,as̪be,কমেন্ট,kɔment
আবেগের,abeɡerɔ,আবেগের,ɐbegeɾ
ভালোবাসা,b̤al̪obas̪a,ভালোবাসা,bʱɐlobɐʃɐ
কাউকে,kauke,কাওরে,kɐ͡o̯ɾe
দেওয়া,d̪eoe̯a,দেন,d̪ɛn
উচিত,ut͡ɕit̪ɔ,উচিত,ucɪt̪
না,n̪a,নো,no
