bangla_speech_word,bangla_speech_ipa,regional_word,regional_ipa
বের,berɔ,বাইর,bɐ͡ɪ̯ɾ
হয়,he̯ɔ,হয়,hɔe̯
না,n̪a,না,nɐ
মেয়েটি,mee̯eti,মাইয়াডা,mɐ͡ɪ̯ʲɐdɐ
সকালে,s̪ɔkal̪e,বেইন্নাহালে,be͡ɪ̯nnɐhɐle
ঘুম,̤ɡ̤umɔ,ঘুমে,gʱume
থেকে,t̪ʰeke,গোনে,gone
উঠেই,utʰei,উইঠ্যাই,u͡ɪ̯tʰɐ͡ɪ̯
পরতে,pɔrɔt̪e,পড়তে,poɽt̪e
বসে,bɔs̪e,বয়,bɔe̯
আমার,amarɔ,মোর,moɾ
চাচা,t͡ɕat͡ɕa,চাচায়,cɐcɐe̯
বিদেশ,bid̪eɕɔ,বিদ্যাশ,bɪd̪d̪ɐʃ
থেকে,t̪ʰeke,গোনে,gone
গতকাল,ɡɔt̪ɔkal̪ɔ,গ্যাছেকাইল,gɛcʰekɐ͡ɪ̯l
বাংলাদেশে,baŋl̪ad̪eɕe,বাংলাদেশে,bɐŋlɐd̪eʃe
এসেছে,es̪et͡ɕʰe,আইছে,ɐ͡ɪ̯cʰe
আমার,amarɔ,মোর,moɾ
বাসার,bas̪arɔ,বাড়ির,bɐɽɪɾ
দারওয়ান,d̪aroe̯an̪ɔ,চহিদার,cohɪd̪ɐɾ
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
ভালো,b̤al̪o,ভালো,bʱɐlo
মানুষ,man̪uʂ,মানু,mɐnu
আমার,amarɔ,মোর,moɾ
বন্ধু,bɔn̪d̪̤u,দোস্ত,d̪ost̪o
খুলনা,kʰul̪n̪a,খুলনা,kʰulnɐ
ঘুরতে,̤ɡ̤urt̪e,ঘোরতে,gʱoɾt̪e
গিয়েছে,ɡie̯et͡ɕʰe,গ্যাছে,gɛcʰe
আমার,amarɔ,মোর,moɾ
ঘুরতে,̤ɡ̤urt̪e,ঘোরতে,gʱoɾt̪e
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
ভালো,b̤al̪o,ভালো,bʱɐlo
লাগে,l̪aɡe,লাগে,lɐge
আমি,ami,মুই,mu͡ɪ̯
বিদেশে,bid̪eɕe,বিদ্যাশ,bɪd̪d̪ɐʃ
গিয়ে,ɡie̯e,যাইয়া,ɟɐ͡ɪ̯ʲɐ
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
ঘুরতে,̤ɡ̤urt̪e,ঘোরতে,gʱoɾt̪e
চাই,t͡ɕai,চাই,cɐ͡ɪ̯
তুমি,t̪umi,তুমি,t̪umɪ
আমাকে,amake,মোরে,moɾe
বিরক্ত,birɔkt̪ɔ,বিরক্ত,bɪɾokt̪o
করো,kɔro,কইররো,ko͡ɪ̯ɾoɾo
না,n̪a,না,nɐ
তিনি,t̪in̪i,হ্যায়,hɛe̯
আমাকে,amake,মোরে,moɾe
অনেক,on̪ekɔ,ম্যালা,mɛlɐ
অপমান,opman̪ɔ,অপমান,ɔpomɐn
করেছে,kɔret͡ɕʰe,করছে,koɾcʰe
আমার,amarɔ,মোর,moɾ
সকালে,s̪ɔkal̪e,বেইন্নাহালে,be͡ɪ̯nnɐhɐle
উঠে,utʰe,উইঠ্যা,u͡ɪ̯tʰɐ
বই,bi,বই,bo͡ɪ̯
পরতে,pɔrɔt̪e,পড়তে,poɽt̪e
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
ভালো,b̤al̪o,ভালো,bʱɐlo
লাগে,l̪aɡe,লাগে,lɐge
আমার,amarɔ,মোর,moɾ
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo
ভাই,b̤ai,ভাই,bʱɐ͡ɪ̯
একদমই,ekɔd̪ɔmi,এক্কালেই,ɛkkɐle͡ɪ̯
পড়ালেখা,pɔɽal̪ekʰa,পড়াল্যাহা,pɔɽɐlɛhɐ
করতে,kɔrɔt̪e,করতে,koɾt̪e
চায়,t͡ɕae̯ɔ,চায়,cɐe̯
না,n̪a,না,nɐ
আমার,amarɔ,মোর,moɾ
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo
ভাই,b̤ai,ভাই,bʱɐ͡ɪ̯
বিদ্যালয়ে,bid̪d͡zal̪e̯e,ইস্কুলে,ɪskule
যেতে,d͡zet̪e,যাইতে,ɟɐ͡ɪ̯t̪e
চায়,t͡ɕae̯ɔ,চায়,cɐe̯
না,n̪a,না,nɐ
আমার,amarɔ,মোর,moɾ
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo
ভাইয়ের,b̤aie̯erɔ,ভাইয়ের,bʱɐ͡ɪ̯ʲeɾ
বিদ্যালয়ে,bid̪d͡zal̪e̯e,ইস্কুলে,ɪskule
গিয়ে,ɡie̯e,যাইয়া,ɟɐ͡ɪ̯ʲɐ
পড়ালেখা,pɔɽal̪ekʰa,পড়াল্যাহা,pɔɽɐlɛhɐ
করতে,kɔrɔt̪e,করতে,koɾt̪e
ভাল,b̤al̪ɔ,ভালো,bʱɐlo
লাগে,l̪aɡe,লাগে,lɐge
না,n̪a,না,nɐ
আমি,ami,মুই,mu͡ɪ̯
একদিন,ekd̪in̪ɔ,একদিন,ɛkd̪ɪn
বিদ্যালয়ের,bid̪d͡zal̪e̯erɔ,ইস্কুলের,ɪskuleɾ
মাঠে,matʰe,মাডে,mɐde
মাথা,mat̪ʰa,মাথা,mɐt̪ʰɐ
ঘুরিয়ে,̤ɡ̤urie̯e,ঘুরাইয়া,gʱuɾɐ͡ɪ̯ʲɐ
পরে,pɔre,পইররা,po͡ɪ̯ɾɾɐ
গিয়েছিলাম,ɡie̯et͡ɕʰil̪am,গ্যাল্লাম,gɛllɐm
আপনি,apn̪i,আমনে,ɐmone
কি,ki,কি,kɪ
আমাকে,amake,মোরে,moɾe
কোনদিনও,kon̪d̪in̪o,কোনকালেও,konkɐle͡o̯
ভালবাসবেন,b̤al̪bas̪ɔben̪ɔ,ভালবাসবেন,bʱɐlbɐʃben
না,n̪a,না?,nɐ?
আমার,amarɔ,মোর,moɾ
বন্ধু,bɔn̪d̪̤u,দোস্ত,d̪ost̪o
আজকে,ad͡ʑke,আইজগো,ɐ͡ɪ̯ɟgo
সকালে,s̪ɔkal̪e,বেইন্নাহালে,be͡ɪ̯nnɐhɐle
ফুটবল,ɸutɔbɔl̪ɔ,ফুটবল,pʰutbɔl
খেলেছে,kʰel̪et͡ɕʰe,খ্যালছে,kʰɛlcʰe
তুমি,t̪umi,তুমি,t̪umɪ
আমার,amarɔ,মোর,moɾ
মনের,mɔn̪erɔ,মনের,moneɾ
কথা,kɔt̪ʰa,কথ,kɔt̪ʰ
একদমই,ekɔd̪ɔmi,এক্কালেই,ɛkkɐle͡ɪ̯
বুঝো,bud͡ʑ̤o,বোঝো,boɟʱo
না,n̪a,না,nɐ
আমার,amarɔ,মোর,moɾ
আম্মু,ammu,মায়,mɐe̯
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
ভালো,b̤al̪o,ভালো,bʱɐlo
রান্না,ran̪n̪a,রান্দে,ɾɐnd̪e
আমার,amarɔ,মোর,moɾ
বন্ধু,bɔn̪d̪̤u,দোস্ত,d̪ost̪o
এখন,ekʰɔn̪ɔ,এহন,ehon
ঘুমাতে,̤ɡ̤umat̪e,ঘুনাইতে,gʱunɐ͡ɪ̯t̪e
যাবে,d͡zabe,যাইবে,ɟɐ͡ɪ̯be
আমার,amarɔ,মোর,moɾ
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo
বোন,bon̪ɔ,বুইন,bu͡ɪ̯n
নাচতে,n̪at͡ɕt̪e,নাচতে,nɐct̪e
পারে,pare,পারে,pɐɾe
আমার,amarɔ,মোর,moɾ
বন্ধু,bɔn̪d̪̤u,দোস্ত,d̪ost̪o
এইবার,eibarɔ,এইফির,e͡ɪ̯pʰɪɾ
ছুটিতে,t͡ɕʰutit̪e,ছুটিতে,cʰutɪt̪e
রাজশাহী,rad͡ʑɕahi,রাজশাহী,ɾɐɟʃɐhɪ
ঘুরতে,̤ɡ̤urt̪e,ঘোরতে,gʱoɾt̪e
যাবে,d͡zabe,যাইবে,ɟɐ͡ɪ̯be
আমার,amarɔ,মোর,moɾ
বন্ধু,bɔn̪d̪̤u,দোস্ত,d̪ost̪o
যাকে,d͡zake,যারে,ɟɐɾe
ভালবাসে,b̤al̪bas̪e,ভালোবাসে,bʱɐlobɐʃe
সে,s̪e,হ্যায়,hɛe̯
রাজশাহী,rad͡ʑɕahi,রাজশাহী,ɾɐɟʃɐhɪ
থাকে,t̪ʰake,থাহে,t̪ʰɐhe
মেয়েটি,mee̯eti,মাইয়াডা,mɐ͡ɪ̯ʲɐdɐ
রাজশাহী,rad͡ʑɕahi,রাজশাহী,ɾɐɟʃɐhɪ
থেকে,t̪ʰeke,গোনে,gone
আমার,amarɔ,মোর,moɾ
বড়,bɔɽɔ,বড়,bɔɽo
ভাইয়ের,b̤aie̯erɔ,ভাইর,bʱɐ͡ɪ̯ɾ
সাথে,s̪at̪ʰe,লগে,lɔge
দেখা,d̪ekʰa,দ্যাহা,d̪ɛhɐ
করতে,kɔrɔt̪e,করতে,koɾt̪e
এসেছিল,es̪et͡ɕʰil̪,আইল্লে,ɐ͡ɪ̯lle
মেয়েটি,mee̯eti,মাইয়াডা,mɐ͡ɪ̯ʲɐdɐ
এখন,ekʰɔn̪ɔ,এহন,ehon
সিলেট,s̪il̪etɔ,সিলেট,sɪlet
যাবে,d͡zabe,যাইবে,ɟɐ͡ɪ̯be
আমার,amarɔ,মোর,moɾ
বড়,bɔɽɔ,বড়,bɔɽo
ভাই,b̤ai,ভাই,bʱɐ͡ɪ̯
এখন,ekʰɔn̪ɔ,এহন,ehon
তাঁর,t̪ɔ̃rɔ,হ্যার,hɛɾ
বন্ধুদের,bɔn̪d̪̤ud̪erɔ,দোস্তগো,d̪ost̪ogo
সাথে,s̪at̪ʰe,লগে,lɔge
সিগারেট,s̪iɡaretɔ,বিরি,bɪɾɪ
খায়,kʰae̯ɔ,খায়,kʰɐe̯
না,n̪a,না,nɐ
আপনি,apn̪i,আমনে,ɐmone
কি,ki,কি,kɪ
আমাকে,amake,মোরে,moɾe
আগে,aɡe,আগে,ɐge
কোনদিন,kon̪d̪in̪ɔ,কোনদিন,kond̪ɪn
দেখেছেন,d̪ekʰet͡ɕʰen̪ɔ,দ্যাখছেন?,d̪ɛkʰcʰen?
ছেলেটি,t͡ɕʰel̪eti,পোলাডায়,polɐdɐe̯
আমাকে,amake,মোরে,moɾe
চিনতে,t͡ɕin̪t̪e,চেনতে,cent̪e
পারল,parɔl̪ɔ,পারল,pɐɾol
না,n̪a,না,nɐ
মেয়েটি,mee̯eti,মাইয়াডা,mɐ͡ɪ̯ʲɐdɐ
তোমাকে,t̪omake,তোমারে,t̪omɐɾe
চিনতে,t͡ɕin̪t̪e,চেনতে,cent̪e
পারল,parɔl̪ɔ,পারল,pɐɾol
না,n̪a,না,nɐ
আমার,amarɔ,মোর,moɾ
এখন,ekʰɔn̪ɔ,এহন,ehon
পড়ালেখা,pɔɽal̪ekʰa,পড়াল্যাহা,pɔɽɐlɛhɐ
করা,kɔra,করা,kɔɾɐ
উচিত,ut͡ɕit̪,উচিত,ucɪt̪
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
রাত,rat̪ɔ,রাইত,ɾɐ͡ɪ̯t̪o
হয়েছে,he̯et͡ɕʰe,হইছে,ho͡ɪ̯cʰe
এখন,ekʰɔn̪ɔ,এহন,ehon
আমার,amarɔ,মোর,moɾ
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo
বোন,bon̪ɔ,বুইন,bu͡ɪ̯n
ঘুমাতে,̤ɡ̤umat̪e,ঘুমাইতে,gʱumɐ͡ɪ̯t̪e
যাবে,d͡zabe,যাইবে,ɟɐ͡ɪ̯be
আমাকে,amake,মোর,moɾ
পরিক্ষার,pɔrikʂarɔ,পরিক্ষার,poɾɪkkʰɐɾ
আগে,aɡe,আগে,ɐge
সব,s̪ɔbɔ,হগল,hɔgol
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
নিয়ে,n̪ie̯e,লইয়া,lɔ͡ɪ̯ʲɐ
পড়ালেখা,pɔɽal̪ekʰa,পড়াল্যাহা,pɔɽɐlɛhɐ
করতে,kɔrɔt̪e,করতে,koɾt̪e
হবে,hɔbe,হইবে,ho͡ɪ̯be
আমার,amarɔ,মোর,moɾ
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo
ভাই,b̤ai,ভাই,bʱɐ͡ɪ̯
বিদ্যালয়ে,bid̪d͡zal̪e̯e,ইস্কুলে,ɪskule
গিয়ে,ɡie̯e,যাইয়া,ɟɐ͡ɪ̯ʲɐ
বন্ধুদের,bɔn̪d̪̤ud̪erɔ,দোস্তগো,d̪ost̪ogo
সাথে,s̪at̪ʰe,লগে,lɔge
গল্প,ɡɔl̪pɔ,কেসসা,kesʃɐ
করে,kɔre,করে,koɾe
আমার,amarɔ,মোর,moɾ
বন্ধু,bɔn̪d̪̤u,দোস্ত,d̪ost̪o
বিদ্যালয়ের,bid̪d͡zal̪e̯erɔ,ইস্কুলের,ɪskuleɾ
মাঠে,matʰe,মাডে,mɐde
প্রতিদিন,prɔt̪id̪in̪ɔ,পেরতেকদিন,peɾt̪ekd̪ɪn
ক্রিকেট,kriketɔ,কিরকেট,kɪɾɔket
খেলে,kʰel̪e,খ্যালে,kʰɛle
একটি,ekti,এউক্কা,ɛ͡u̯kkɐ
ছোট,t͡ɕʰotɔ,ল্যাদা,lɛd̪ɐ
শিশু,ɕiɕu,গেদু,ged̪u
ফুটপাতে,ɸutpat̪e,ফুটপাতে,pʰutpɐt̪e
লাফাচ্ছে,l̪aɸat͡ɕt͡ɕʰe,লাফাইতেয়াছে,lɐpʰɐ͡ɪ̯t̪eʲɐcʰe
আমার,amarɔ,মোর,moɾ
বান্ধুবি,ban̪d̪̤ubi,বান্ধুবি,bɐnd̪ʱubɪ
তার,t̪arɔ,হ্যার,hɛɾ
স্বামীকে,s̪bamike,জামাইরে,ɟɐmɐ͡ɪ̯ɾe
খুব,kʰubɔ,বেমালা,bemɐlɐ
ভালবাসে,b̤al̪bas̪e,ভালোবাসে,bʱɐlobɐʃe
আমার,amarɔ,মোর,moɾ
স্ত্রী,s̪t̪ri,বউ,bɔ͡u̯
আমাকে,amake,মোরে,moɾe
ভালোবাসে,b̤al̪obas̪e,ভালবাসে,bʱɐlbɐʃe
না,n̪a,না,nɐ
স্কুল,s̪kul̪ɔ,ইস্কুল,ɪskul
জীবন,d͡ʑibɔn̪ɔ,জীবন,ɟɪbɔn
থেকে,t̪ʰeke,গোনে,gone
আমার,amarɔ,মোর,moɾ
ভাইয়ের,b̤aie̯erɔ,ভাইর,bʱɐ͡ɪ̯ɾ
সাথে,s̪at̪ʰe,লগে,lɔge
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
বোনের,bon̪erɔ,বুইনের,bu͡ɪ̯neɾ
প্রেম,premɔ,পেরেম,peɾem
ছিলো,t͡ɕʰil̪o,আল্লেহ,ɐlleh
আমার,amarɔ,মোর,moɾ
গতকাল,ɡɔt̪ɔkal̪ɔ,গ্যাছেকাইল,gɛcʰekɐ͡ɪ̯l
প্রচণ্ড,prɔt͡ɕɔndɔ,বেমালা,bemɐlɐ
মাথা,mat̪ʰa,মাথা,mɐt̪ʰɐ
ব্যথা,bd͡zɔt̪ʰa,ব্যাথা,bɛt̪ʰɐ
করছিলো,kɔrɔt͡ɕʰil̪o,করতেয়াছেলে,koɾt̪eʲɐcʰele
আমি,ami,মুই,mu͡ɪ̯
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
কোন,kon̪ɔ,কোন,kon
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
কিছুই,kit͡ɕʰui,কিছুই,kɪcʰu͡ɪ̯
বুঝতে,bud͡ʑ̤t̪e,বোঝতে,boɟʱot̪e
পারলাম,parl̪amɔ,পারলাম,pɐɾlɐm
না,n̪a,না,nɐ
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
হাশির,haɕirɔ,হাশির,hɐʃɪɾ
কাছে,kat͡ɕʰe,ধারে,d̪ʱɐɾe
আমার,amarɔ,মোর,moɾ
সব,s̪ɔbɔ,হগল,hɔgol
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
হার,harɔ,ঠইজ্ঞা,tʰo͡ɪ̯ggɐ
মেনে,men̪e,যায়,ɟɐe̯
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
চোখ,t͡ɕokʰɔ,চক্ষু,cokkʰu
দুটো,d̪uto,দুইডা,d̪u͡ɪ̯dɐ
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
সুন্দর,s̪un̪d̪ɔrɔ,সুন্দর,ʃund̪ɔɾ
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
অনেক,on̪ekɔ,ম্যালা,mɛlɐ
দিন,d̪in̪ɔ,দিন,d̪ɪn
পর,pɔrɔ,পর,pɔɾ
দেখা,d̪ekʰa,দ্যাহা,d̪ɛhɐ
ছেলেটি,t͡ɕʰel̪eti,পোলাডা,polɐdɐ
বিদেশে,bid̪eɕe,বিদ্যাশে,bɪd̪d̪ɐʃe
গিয়ে,ɡie̯e,যাইয়া,ɟɐ͡ɪ̯ʲɐ
পড়ালেখা,pɔɽal̪ekʰa,পড়াল্যাহা,pɔɽɐlɛhɐ
করার,kɔrarɔ,করার,kɔɾɐɾ
স্বপ্ন,s̪bɔpn̪ɔ,হপন,hɔpon
দেখে,d̪ekʰe,দ্যাহে,d̪ɛhe
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
বলে,bɔl̪e,কইয়া,ko͡ɪ̯ʲɐ
আমার,amarɔ,মোর,moɾ
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
ভালো,b̤al̪o,ভালো,bʱɐlo
লাগলো,l̪aɡl̪o,লাগছে,lɐgcʰe
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
বন্ধুর,bɔn̪d̪̤urɔ,দোস্তের,d̪ost̪eɾ
সাথে,s̪at̪ʰe,লগে,lɔge
পরিচিত,pɔrit͡ɕit̪ɔ,পরিচিত,poɾɪcɪt̪o
হয়ে,he̯e,হইয়া,ho͡ɪ̯ʲɐ
ভালো,b̤al̪o,ভালো,bʱɐlo
লাগলো,l̪aɡl̪o,লাগছে,lɐgcʰe
আমার,amarɔ,মোর,moɾ
আব্বু,abbu,আব্বা,ɐbbɐ
আর,arɔ,আর,ɐɾ
চাচার,t͡ɕat͡ɕarɔ,চাচার,cɐcɐɾ
মধ্যে,mɔd̪̤d͡ze,লগে,lɔge
জায়গা,d͡ʑae̯ɡa,জায়গা,ɟɐʲgɐ
জমি,d͡ʑɔmi,জমি,ɟomɪ
নিয়ে,n̪ie̯e,লইয়া,lɔ͡ɪ̯ʲɐ
ঝগড়া,d͡ʑ̤ɔɡɔɽa,কাইজ্জা,kɐ͡ɪ̯ɟɟɐ
হয়,he̯ɔ,হয়,hɔe̯
লোকটি,l̪okti,ব্যাডাডা,bɛdɐdɐ
কিছু,kit͡ɕʰu,কয়,kɔe̯
দিন,d̪in̪ɔ,দিন,d̪ɪn
আগে,aɡe,আগে,ɐge
বিয়ে,bie̯e,বিয়া,bɪʲɐ
করেন,kɔren̪,করছে,koɾcʰe
প্রথমে,prɔt̪ʰɔme,পোরথোম,poɾt̪ʰom
তোমাকে,t̪omake,তোমারে,t̪omɐɾe
একটি,ekti,এউক্কা,ɛ͡u̯kkɐ
বইয়ের,bie̯erɔ,বইয়ের,bo͡ɪ̯ʲeɾ
দোকানে,d̪okan̪e,দোকানে,d̪okɐne
যেতে,d͡zet̪e,যাইতে,ɟɐ͡ɪ̯t̪e
হবে,hɔbe,হইবে,ho͡ɪ̯be
বেশি,beɕi,বেশি,beʃɪ
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
বলার,bɔl̪arɔ,কয়ার,kɔʲɐɾ
আগেই,aɡei,আগেই,ɐge͡ɪ̯
আবেগে,abeɡe,চোউখে,co͡u̯kʰe
চোখে,t͡ɕokʰe,পানি,pɐnɪ
পানি,pan̪i,চইল্লা,co͡ɪ̯llɐ
চলে,t͡ɕɔl̪e,আইছে,ɐ͡ɪ̯cʰe
আপনার,apn̪arɔ,আমনের,ɐmoneɾ
বন্ধুদের,bɔn̪d̪̤ud̪erɔ,দোস্তগো,d̪ost̪ogo
গালি,ɡal̪i,খামার,kʰɐmɐɾ
দেওয়ার,d̪eoe̯arɔ,দেওয়ার,d̪e͡o̯ʷɐɾ
সুযোগ,s̪ud͡zoɡɔ,সুযোগ,ʃuɟog
করে,kɔre,কইররা,ko͡ɪ̯ɾɾɐ
দিন,d̪in̪,দেন,d̪ɛn
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
মানুষ,man̪uʂɔ,মানু,mɐnu
এখনো,ekʰn̪o,এহনো,ehono
পেছনে,pet͡ɕʰn̪e,পাছে,pɐcʰe
লাইনে,l̪ain̪e,লাইনে,lɐ͡ɪ̯ne
দাঁড়িয়ে,d̪ɔ̃ɽie̯e,খারাইয়া,kʰɐɾɐ͡ɪ̯ʲɐ
আছে,at͡ɕʰe,আছে,ɐcʰe
একজন,ekɔd͡ʑɔn̪ɔ,এউক্কা,e͡u̯kkɐ
মহিলা,mɔhil̪a,মাতারি,mɐt̪ɐɾɪ
মারা,mara,মইরা,mo͡ɪ̯ɾɐ
গেছেন,ɡet͡ɕʰen̪,গ্যাছে,gɛcʰe
আপনি,apn̪i,আমনে,ɛt̪o
এত,et̪ɔ,এত,kʰɔʲɾɐt̪ɪ
গরীব,ɡɔribɔ,খয়রাতি,ɐge
আগে,aɡe,আগে,kɪɾolɪggɐ
কেন,ken̪ɔ,কিরলইজ্ঞা,kon
বলেননি,bɔl̪en̪n̪i,কন,nɐ͡ɪ̯
তুমি,t̪umi,তুমি,t̪umɪ
ছাড়া,t͡ɕʰaɽa,ছাড়া,cʰɐɽɐ
এই,ei,এই,e͡ɪ̯
পৃথিবীতে,pɽit̪ʰibit̪e,পিরথিবিতে,pɪɾot̪ʰɪbɪt̪e
আমার,amarɔ,মোর,moɾ
আর,arɔ,আর,ɐɾ
কেউ,keu,কেউ,ke͡u̯
নেই,n̪ei,নাই,nɐ͡ɪ̯
আমি,ami,মুই,mu͡ɪ̯
আগেই,aɡei,আগেই,ɐge͡ɪ̯
বলেছি,bɔl̪et͡ɕʰi,কইছি,ko͡ɪ̯cʰɪ
তোমাকে,t̪omake,তোমারে,t̪omɐɾe
নিয়ে,n̪ie̯e,লইয়া,lɔ͡ɪ̯ʲɐ
বিদেশ,bid̪eɕɔ,বিদ্যাশ,bɪd̪d̪ɐʃ
ঘুরতে,̤ɡ̤urt̪e,ঘোরতে,gʱoɾt̪e
চাই,t͡ɕai,চাই,cɐ͡ɪ̯
আমার,amarɔ,মোর,moɾ
আম্মু,ammu,মায়,mɐe̯
আমাকে,amake,মোরে,moɾe
সবার,s̪ɔbarɔ,বেবাকটির,bebɐktɪɾ
সামনে,s̪amn̪e,সামনে,ʃɐmne
