regional_text,bangla_speech,region_name,combined,ipa_output
আমার প্রতিদিন খেলাধুলা করতে ভালা লাগে,আমার প্রতিদিন খেলাধুলা করতে ভালো লাগে,Sylhet ,Sylhet  আমার প্রতিদিন খেলাধুলা করতে ভালা লাগে,ʃɔlhe  ɐmɐɾ pɾot̪ɪd̪ɪn kʰelɐd̪ʱulɐ koɾt̪e bʱɐlɐ lɐge
আমার বন্ধুইন্তে সকালে ফুটবল খেলাত মাঠো যাইন,আমার বন্ধুরা সকাল বেলা  ফুটবল খেলতে মাঠে যায়,Sylhet ,Sylhet  আমার বন্ধুইন্তে সকালে ফুটবল খেলাত মাঠো যাইন,ʃɔlhe  ɐmɐɾ bond̪ʱu͡ɪ̯nt̪e ʃɔkɐle pʰutbɔl kʰelɐt̪ mɐtʰo ɟɐ͡ɪ̯n
থোমার বয়স কত?,তোমার বয়স কত?,Sylhet ,Sylhet  থোমার বয়স কত?,ʃɔlhe  t̪ʰomɐɾ bɔʲoʃ kɔt̪o?
আমি বহুত বড় ভুল করছি,আমি অনেক বড় ভুল করে ফেলেছি,Sylhet ,Sylhet  আমি বহুত বড় ভুল করছি,ʃɔlhe  ɐmɪ bohut̪ bɔɽo bʱul koɾcʰɪ
চান্দোর আলো দেখতে আমার ভালা লাগে,চাঁদের আলো দেখতে আমার খুব ভালো লাগে,Sylhet ,Sylhet  চান্দোর আলো দেখতে আমার ভালা লাগে,ʃɔlhe  cɐnd̪oɾ ɐlo d̪ekʰt̪e ɐmɐɾ bʱɐlɐ lɐge
থুমি কিতা সকালে উঠিয়া চা খাইবায় নি?,তুমি কি সকালে উঠে চা খাবে ?,Sylhet ,Sylhet  থুমি কিতা সকালে উঠিয়া চা খাইবায় নি?,ʃɔlhe  t̪ʰumɪ kɪt̪ɐ ʃɔkɐle utʰɪʲɐ cɐ kʰɐ͡ɪ̯bɐe̯ nɪ?
আফনে থুরা ওদিকে আইতা ফারবা নি?,আপনি একটু এইদিকে আসতে পারবেন ?,Sylhet ,Sylhet  আফনে থুরা ওদিকে আইতা ফারবা নি?,ʃɔlhe  ɐcʰone t̪ʰuɾɐ od̪ɪke ɐ͡ɪ̯t̪ɐ pʰɐɾbɐ nɪ?
থোর ফরিক্ষা কোন সময়ে?,তোর পরিক্ষা কবে ?,Sylhet ,Sylhet  থোর ফরিক্ষা কোন সময়ে?,ʃɔlhe  t̪ʰoɾ pʰoɾɪkkʰɐ kon ʃɔmɔʲe?
আমার বিকালে খেলার মাঠো যাইতে অইবো,আমাকে বিকালে খেলার মাঠে যেতে হবে,Sylhet ,Sylhet  আমার বিকালে খেলার মাঠো যাইতে অইবো, ʃɔlhe  ɐmɐɾ bɪkɐle kʰelɐɾ mɐtʰo ɟɐ͡ɪ̯t̪e ɔ͡ɪ̯bo
থুরা মানুষ বহুত স্বাথপর অইন,কিছু মানুষ অনেক স্বার্থপর হয়,Sylhet ,Sylhet  থুরা মানুষ বহুত স্বাথপর অইন,ʃɔlhe  t̪ʰuɾɐ mɐnuʃ bohut̪ ʃɐt̪ʰpɔɾ ɔ͡ɪ̯n
মুই একটা ভালা মানুষ অইতাম চাই,আমি একজন ভালো মানুষ হতে চাই,Sylhet ,Sylhet  মুই একটা ভালা মানুষ অইতাম চাই, ʃɔlhe  mu͡ɪ̯ ɛktɐ bʱɐlɐ mɐnuʃ ɔ͡ɪ̯t̪ɐm cɐ͡ɪ̯
আমার গুষ্টি -এ থোমারে মানতা না,আমার পরিবার তোমাকে কোনদিনও মেনে নেবে না,Sylhet ,Sylhet  আমার গুষ্টি -এ থোমারে মানতা না,ʃɔlhe  ɐmɐɾ guʃtɪ -e t̪ʰomɐɾe mɐnot̪ɐ nɐ
আপ্নারে ছাড়া আমার বান্ধবী ভালা নায়,আপনাকে  ছাড়া আমার বান্ধুবি ভালো নেই,Sylhet ,Sylhet  আপ্নারে ছাড়া আমার বান্ধবী ভালা নায়, ʃɔlhe  ɐpnɐɾe cʰɐɽɐ ɐmɐɾ bɐnd̪ʱobɪ bʱɐlɐ nɐe̯
ফুরি ইগুর চ্যাত বেশি,মেয়েটির রাগ অনেক বেশী,Sylhet ,Sylhet  ফুরি ইগুর চ্যাত বেশি,ʃɔlhe  pʰuɾɪ ɪguɾ cɛt̪o beʃɪ
আফনে চাইন নি আমি ইন তাকি যাই গি?,আপনি কি চান আমি এখান থেকে চলে যাই ?,Sylhet ,Sylhet  আফনে চাইন নি আমি ইন তাকি যাই গি?,sɪhe  ɐcʰone cɐ͡ɪ̯n nɪ ɐmɪ ɪn t̪ɐkɪ ɟɐ͡ɪ̯ gɪ?
আফনে এই বিয়াত রাজি নি?,আপনি  কি এই বিয়েতে রাজি হয়েছেন ?,Sylhet ,Sylhet  আফনে এই বিয়াত রাজি নি?,ʃɔlhe  ɐcʰone e͡ɪ̯ bɪʲɐt̪ ɾɐɟɪ nɪ?
আমার আব্বার মাথা গরম থাকে,আমার আব্বুর মাথা গরম থাকে,Sylhet ,Sylhet  আমার আব্বার মাথা গরম থাকে,ʃɔlhe  ɐmɐɾ ɐbbɐɾ mɐt̪ʰɐ gɔɾom t̪ʰɐke
আমার বড় ভাই এইন রাগি মানুষ,আমার বড় ভাই একজন বদমেজাজি লোক,Sylhet ,Sylhet  আমার বড় ভাই এইন রাগি মানুষ,ʃɔlhe  ɐmɐɾ bɔɽo bʱɐ͡ɪ̯ e͡ɪ̯n ɾɐgɪ mɐnuʃ
যে ফুড়িয়ে বেশি মাতে ইগুরে আমার ফছন্দ না,যেই মেয়ে বেশী কথা বলে তাকে আমার পছন্দ না,Sylhet ,Sylhet  যে ফুড়িয়ে বেশি মাতে ইগুরে আমার ফছন্দ না,ʃɔlhe  ɟe pʰuɽɪʲe beʃɪ mɐt̪e ɪguɾe ɐmɐɾ pʰɔcʰond̪o nɐ
ফুয়া ইগুয়ে বেশি মাতে,ছেলেটি অনেক  বেশী কথা বলো,Sylhet ,Sylhet  ফুয়া ইগুয়ে বেশি মাতে,ʃɔlhe  pʰuʲɐ ɪguʲe beʃɪ mɐt̪e
আফনে আজকে চা খাওছইন নি?,আপনি আজ সকালে চা খান  নাই,Sylhet ,Sylhet  আফনে আজকে চা খাওছইন নি?,ʃɔlhe  ɐcʰone ɐɟke cɐ kʰɐ͡o̯cʰɪn nɪ?
আজকে সকালে আমি আর আমার বন্ধুইন্তে ফুটবল খেলাত গেসলাম মাঠো,আজ সকালে আমি এবং আমার বন্ধুরা ফুটবল খেলতে মাঠে গিয়েছি,Sylhet ,Sylhet  আজকে সকালে আমি আর আমার বন্ধুইন্তে ফুটবল খেলাত গেসলাম মাঠো,ʃɔlhe  ɐɟke ʃɔkɐle ɐmɪ ɐɾ ɐmɐɾ bond̪ʱu͡ɪ̯nt̪e pʰutbɔl kʰelɐt̪ geslɐm mɐtʰo
আমি আমার আম্মার হক্কল কথা ধুন দরিয়া হুনি,আমি আমার আম্মুর  সব কথা খুবই মনোযোগ দিয়ে শুনি,Sylhet ,Sylhet  আমি আমার আম্মার হক্কল কথা ধুন দরিয়া হুনি,ʃɔlhe  ɐmɪ ɐmɐɾ ɐmmɐɾ hokkol kɔt̪ʰɐ d̪ʱun d̪oɾɪʲɐ hunɪ
আমার বান্ধুবির ছোট এখটা বিলাই আছে,আমার বান্ধুবির একটি ছোট বিড়াল আছে,Sylhet ,Sylhet  আমার বান্ধুবির ছোট এখটা বিলাই আছে,ʃɔlhe  ɐmɐɾ bɐnd̪ʱubɪɾ cʰoto ɛkʰtɐ bɪlɐ͡ɪ̯ ɐcʰe
বেটায় তার বউর গাত হাত তুলছে,লোকটি তার বউয়ের গায়ে  হাত তুলে,Sylhet ,Sylhet  বেটায় তার বউর গাত হাত তুলছে,ʃɔlhe  betɐe̯ t̪ɐɾ bɔ͡u̯ɾ gɐt̪ hɐt̪ t̪ulcʰe
তোমার কিতা মানুষ দেখানি শেষ নি?,তোমার কি লোক দেখানো শেষ?,Sylhet ,Sylhet  তোমার কিতা মানুষ দেখানি শেষ নি?,ʃɔlhe  t̪omɐɾ kɪt̪ɐ mɐnuʃ d̪ekʰɐnɪ ʃeʃ nɪ?
আমার বউয়ে আমারে কোনদিন খুছাইয়া মাতছে না,আমার বউ  আমাকে কোনদিনও খোঁচা মেরে কথা বলেনি,Sylhet ,Sylhet  আমার বউয়ে আমারে কোনদিন খুছাইয়া মাতছে না,ʃɔlhe  ɐmɐɾ bo͡u̯ʲe ɐmɐɾe kond̪ɪn kʰucʰɐ͡ɪ̯ʲɐ mɐt̪cʰe nɐ
তুমি একটা ভালা ফুড়ি,তুমি একজন  ভালো মেয়ে মানুষ,Sylhet ,Sylhet  তুমি একটা ভালা ফুড়ি,ʃɔlhe  t̪umɪ ɛktɐ bʱɐlɐ pʰuɽɪ
তোমারে জোড় করিয়া বিয়া দেওয়া অইছিল,তোমাকে জোর  করে বিয়ে দেয়া হয়েছিল,Sylhet ,Sylhet  তোমারে জোড় করিয়া বিয়া দেওয়া অইছিল,ʃɔlhe  t̪omɐɾe ɟoɽ koɾɪʲɐ bɪʲɐ d̪e͡o̯ʷɐ e͡ɪ̯cʰɪlo
তাইন দুই বেলা ভাত খাইতা ফারইন না,তিনি  দুইবেলা ভাত খেতে পারেন না,Sylhet ,Sylhet  তাইন দুই বেলা ভাত খাইতা ফারইন না,ʃɔlhe  t̪ɐ͡ɪ̯n d̪u͡ɪ̯ belɐ bʱɐt̪ kʰɐ͡ɪ̯t̪ɐ pʰɐɾɪn nɐ
তুমি খান্দাত থাকলে স্বপ্নের থাকি বেশি সুখি থাকি,তোমার পাশে  থাকলে আমি কল্পনার চেয়েও বেশি সুখী থাকি,Sylhet ,Sylhet  তুমি খান্দাত থাকলে স্বপ্নের থাকি বেশি সুখি থাকি,ʃɔlhe  t̪umɪ xɐnd̪ɐt̪o t̪ʰɐkle ʃɔpneɾ t̪ʰɐkɪ beʃɪ ʃuxɪ t̪ʰɐkɪ
আম্মোয়ে খানিত লবণ কম দিছইন,আম্মু আজকে খাবারে লবণ কম দিয়েছে,Sylhet ,Sylhet  আম্মোয়ে খানিত লবণ কম দিছইন,ʃɔlhe  ɐmmoʲe kʰɐnɪt̪o lɔbon kɔm d̪ɪcʰɪn
আমার আম্মু সবসময় ফুরতিত থাকইন,আমার আম্মু সব সময় বেশ হাসি খুশি থাকে,Sylhet ,Sylhet  আমার আম্মু সবসময় ফুরতিত থাকইন,ʃɔlhe  ɐmɐɾ ɐmmu ʃɔbʃɔmɔe̯ pʰuɾt̪ɪt̪o t̪ʰɐkɪn
তোমার লাগি অতোতা করিয়া লাভ নাই,তোমার জন্য এত কিছু করেও কোন লাভ হলো না,Sylhet ,Sylhet  তোমার লাগি অতোতা করিয়া লাভ নাই,ʃɔlhe  t̪omɐɾ lɐgɪ ɔt̪ot̪ɐ koɾɪʲɐ lɐbʱ nɐ͡ɪ̯
আফনে আমারে আর কত অবাক করতা?,আপনি আমাকে আর কত অবাক করবেন?,Sylhet ,Sylhet  আফনে আমারে আর কত অবাক করতা?,ʃɔlhe  ɐcʰone ɐmɐɾe ɐɾ kɔt̪o ɔbɐk koɾt̪ɐ?
আফনে একটু কম ছাপা মারওক্কা,আপনি একটু কম চাপাবাজি করেন,Sylhet ,Sylhet  আফনে একটু কম ছাপা মারওক্কা,ʃɔlhe  ɐcʰone ektu kɔm cʰɐpɐ mɐɾokkɐ
আজকে আমা ছোট বইনে রান্দিছে,আজকে আমার ছোট বোন রান্না করেছে,Sylhet ,Sylhet  আজকে আমা ছোট বইনে রান্দিছে,sɪlhe  ɐɟke ɐmɐ cʰoto bo͡ɪ̯ne ɾɐnd̪ɪcʰe
খানিত লবণ বহুত বেশি অইগেছে,খাবারে লবণ একটু বেশী হয়ে গেসে,Sylhet ,Sylhet  খানিত লবণ বহুত বেশি অইগেছে,ʃɔlhe  kʰɐnɪt̪o lɔbon bohut̪ beʃɪ ɔ͡ɪ̯gecʰe
খানিত লবণ কম অইলে ভালা অইতো,খাবারে লবণ কম হলে আরো ভালো লাগতো,Sylhet ,Sylhet  খানিত লবণ কম অইলে ভালা অইতো,ʃɔlhe  kʰɐnɪt̪o lɔbon kɔm ɛ͡ɪ̯le bʱɐlɐ ɔ͡ɪ̯t̪o
আজকে আমি বাইরে যাইমো,আজকে আমি বাহিরে যাবোই,Sylhet ,Sylhet  আজকে আমি বাইরে যাইমো,ʃɔlhe  ɐɟke ɐmɪ bɐ͡ɪ̯ɾe ɟɐ͡ɪ̯mo
আফনে এখলা এখলা বাইরে ঘুরায় যাইন,আপনি একা একা বাহিরে ঘুরতে যান,Sylhet ,Sylhet  আফনে এখলা এখলা বাইরে ঘুরায় যাইন,ʃɔlhe  ɐcʰone exlɐ exlɐ bɐ͡ɪ̯ɾe gʱuɾɐe̯ ɟɐ͡ɪ̯n
আমি খুব ভালা সাজাই,আমি খুব  জোস মেকআপ করি,Sylhet ,Sylhet  আমি খুব ভালা সাজাই,ʃɔlhe  ɐmɪ kʰub bʱɐlɐ ʃɐɟɐ͡ɪ̯
তুমি ফুরা না বুজিয়া মাতো,তুমি একদমই না বুঝে বেশী কথা বলো,Sylhet ,Sylhet  তুমি ফুরা না বুজিয়া মাতো,ʃɔlhe  t̪umɪ pʰuɾɐ nɐ buɟɪʲɐ mɐt̪o
"আফনারে কুন্তা কওয়া লাগে না, আফনে এমনই আমার হক্কলতা বুজুইন","আপনাকে কিছু বলা লাগে না , আপনি এমনিতেই আমার মনের কথা বুঝে যান",Sylhet ,"Sylhet  আফনারে কুন্তা কওয়া লাগে না, আফনে এমনই আমার হক্কলতা বুজুইন","ʃɔlho  ɐpʰnɐɾe kunt̪ɐ koʷɐ lɐge nɐ, ɐcʰone ɛmonɪ ɐmɐɾ hokkolɔt̪ɐ buɟu͡ɪ̯n"
তোমার চোখ থাকে অন্য ফুরিন্তর বায়,তোমার চোখ থাকে অন্য মেয়েদের দিকে,Sylhet ,Sylhet  তোমার চোখ থাকে অন্য ফুরিন্তর বায়,ʃɔlhe  t̪omɐɾ cokʰ t̪ʰɐke ɔnno pʰuɾɪnt̪ɔɾ bɐe̯
তোমার বিয়ার জীবন সুখর অইক,তোমার বিবাহিত জীবন সুখের হোক,Sylhet ,Sylhet  তোমার বিয়ার জীবন সুখর অইক,ʃɔlhe  t̪omɐɾ bɪʲɐɾ ɟɪbɔn ʃukʰoɾ ɔ͡ɪ̯k
তোমার চকিদারে রাত্রে মদ খায়,আমাদের বাসার দারওয়ান রাতে মদ খায়,Sylhet ,Sylhet  তোমার চকিদারে রাত্রে মদ খায়,ʃɔlhe  t̪omɐɾ cokɪd̪ɐɾe ɾɐt̪ɾe mɔd̪ kʰɐe̯
আমার জামাইয়ে রাত্রে বন্ধুইন্তর লগে আড্ডা মারইন,আমার স্বামী রাতে বন্ধুদের সাথে আড্ডা দেয়,Sylhet ,Sylhet  আমার জামাইয়ে রাত্রে বন্ধুইন্তর লগে আড্ডা মারইন,ʃɔlhe  ɐmɐɾ ɟɐmɐ͡ɪ̯ʲe ɾɐt̪ɾe bond̪ʱu͡ɪ̯nt̪ɔɾ lɔge ɐddɐ mɐɾɪn
আমি আর আম্মু বিয়া বাড়িত যাইয়ার,আমি আর আমার আব্বু বিয়ে বাড়িতে যাচ্ছি,Sylhet ,Sylhet  আমি আর আম্মু বিয়া বাড়িত যাইয়ার,ʃɔlhe  ɐmɪ ɐɾ ɐmmu bɪʲɐ bɐɽɪt̪o ɟɐ͡ɪ̯ʲɐɾ
তুমি আমার কাছে দরা পড়িয়াও অন্য ফুরির পিছে পরকীয়াত সিকার কররায় না,তুমি আমার  কাছে ধরা পড়ার পরেও পরকীয়া করার কথা স্বীকার করছ না,Sylhet ,Sylhet  তুমি আমার কাছে দরা পড়িয়াও অন্য ফুরির পিছে পরকীয়াত সিকার কররায় না,ʃɔlhe  t̪umɪ ɐmɐɾ kɐcʰe d̪ɔɾɐ poɽɪʲɐ͡o̯ ɔnno pʰuɾɪɾ pɪcʰe pɔɾkɪʲɐt̪ ʃɪkɐɾ koɾɾɐe̯ nɐ
এখটা বিয়াতি বেটি রাস্তা বায় হাটিয়া যার,একটা বিবাহিত মহিলা রাস্তা দিয়ে হেতে যাচ্ছে,Sylhet ,Sylhet  এখটা বিয়াতি বেটি রাস্তা বায় হাটিয়া যার,ʃɔlhe  ɛkʰtɐ bɪʲɐt̪ɪ betɪ ɾɐst̪ɐ bɐe̯ hɐtɪʲɐ ɟɐɾ
আমার আম্মায় আমার পড়ার খরচ দিতা চাইরা না,আমার আম্মু আমার পড়াশোনার খরচ দিতে চায় না,Sylhet ,Sylhet  আমার আম্মায় আমার পড়ার খরচ দিতা চাইরা না,sɪlhe  ɐmɐɾ ɐmmɐe̯ ɐmɐɾ pɔɽɐɾ kʰɔɾoc d̪ɪt̪ɐ cɐ͡ɪ̯ɾɐ nɐ
আমার আম্মু এ আমরারে বহুত কষ্ট করিয়া বড় করছইন,আমার মা অনেক কষ্ট করে আমাদের বড় করেছেন,Sylhet ,Sylhet  আমার আম্মু এ আমরারে বহুত কষ্ট করিয়া বড় করছইন,ʃɔlhe  ɐmɐɾ ɐmmu e ɐmɾɐɾe bohut̪ koʃto koɾɪʲɐ bɔɽo koɾcʰɪn
তোমার ছুট ভাই ইগুয়ে আগে নেশা করতো,তোমার ছোট ভাই  আগে নেশায় আসক্ত ছিল,Sylhet ,Sylhet  তোমার ছুট ভাই ইগুয়ে আগে নেশা করতো,ʃɔlhe  t̪omɐɾ cʰut bʱɐ͡ɪ̯ ɪguʲe ɐge neʃɐ koɾt̪o
বেটা ইগু আস্তাদিন বাইরে বাইরে থাকে,ছেলেটি সারাদিন বাহিরে বাহিরে থাকে,Sylhet ,Sylhet  বেটা ইগু আস্তাদিন বাইরে বাইরে থাকে,ʃɔlhe  betɐ ɪgu ɐst̪ɐd̪ɪn bɐ͡ɪ̯ɾe bɐ͡ɪ̯ɾe t̪ʰɐke
আমার ফুফু চাচায় আমারে বহুত ভালা ফাইন,আমার ফুফু চাচারাও আমাকে অনেক ভালবাসে,Sylhet ,Sylhet  আমার ফুফু চাচায় আমারে বহুত ভালা ফাইন,ʃɔlhe  ɐmɐɾ pʰupʰu cɐcɐe̯ ɐmɐɾe bohut̪ bʱɐlɐ pʰɐ͡ɪ̯n
আমার আম্মু আগের তাকি বহুত ভাকা আছইন,আমার আম্মু আগের তুলনায় এখন অনেক ভালো আছেন,Sylhet ,Sylhet  আমার আম্মু আগের তাকি বহুত ভাকা আছইন,sɔlhe  ɐmɐɾ ɐmmu ɐgeɾ t̪ɐkɪ bohut̪ bʱɐkɐ ɐcʰo͡ɪ̯n
আমি আর আমার ছুট বইন আজকে খালাম্মার বাসাত ঘুরাত যাইরাম,আমি আর আমার ছোট বোন আজকে  খালামুনির বাসায় ঘুরতে যাবো,Sylhet ,Sylhet  আমি আর আমার ছুট বইন আজকে খালাম্মার বাসাত ঘুরাত যাইরাম,ʃɔlhe  ɐmɪ ɐɾ ɐmɐɾ cʰut bo͡ɪ̯n ɐɟke kʰɐlɐmmɐɾ bɐʃɐt̪ gʱuɾɐt̪ ɟɐ͡ɪ̯ɾɐm
আমার বড় বইন অতো সখাল ঘুম তাকি উত্তে পারে না,আমার বড় বোন এতো সকালে ঘুম থেকে উঠতে পারে না,Sylhet ,Sylhet  আমার বড় বইন অতো সখাল ঘুম তাকি উত্তে পারে না,ʃɔlhe  ɐmɐɾ bɔɽo bo͡ɪ̯n ɔt̪o ʃɔkʰɐl gʱum t̪ɐkɪ ut̪t̪e pɐɾe nɐ
আমার বড় বইন অতো অলস এখটা কাম করতে পারে না,আমার বড় বোন প্রচন্ড অলস একটা কাজ সময়মতো করতে পারে না,Sylhet ,Sylhet  আমার বড় বইন অতো অলস এখটা কাম করতে পারে না,ʃɔlhe  ɐmɐɾ bɔɽo bo͡ɪ̯n ɔt̪o ɔloʃ ekʰtɐ kɐm koɾt̪e pɐɾe nɐ
আফনার লগে দরখারি খতা আছে,আপনার সাথে আমার একটা জরুরি কথা আছে,Sylhet ,Sylhet  আফনার লগে দরখারি খতা আছে,ʃɔlhe  ɐfnɐɾ lɔge d̪ɔɾxɐɾɪ xɔt̪ɐ ɐcʰe
সকালে একটু তাড়াতাড়ি উঠিয়া বাইরে হাটা খুব দরখারী,সকালে তাড়াতাড়ি উঠে বাহিরে একটু হেঁটে আসা খুব উপকারী,Sylhet ,Sylhet  সকালে একটু তাড়াতাড়ি উঠিয়া বাইরে হাটা খুব দরখারী,ʃɔlhe  ʃɔkɐle ektu t̪ɐɽɐt̪ɐɽɪ utʰɪʲɐ bɐ͡ɪ̯ɾe hɐtɐ kʰub d̪ɔɾkʰɐɾɪ
তুমি কিতা আম খাইছলায় নি?,তুমি কি আমটি খেয়েছিলে ?,Sylhet ,Sylhet  তুমি কিতা আম খাইছলায় নি?,ʃɔlhe  t̪umɪ kɪt̪ɐ ɐm kʰɐ͡ɪ̯cʰɔlɐe̯ nɪ?
বাগানোর মাঝখানো আমার ছুট ভাইয়ে দৌড়ার,বাগানের মধ্যে গিয়ে আমার ছোট ভাই দৌড়াল,Sylhet ,Sylhet  বাগানোর মাঝখানো আমার ছুট ভাইয়ে দৌড়ার,ʃɔlhe  bɐgɐnoɾ mɐɟʱkʰɐno ɐmɐɾ cʰut bʱɐ͡ɪ̯ʲe d̪o͡u̯ɽɐɾ
আফনে ফুটবল খেলাত আরি গেসইন,আপনি ফুটবল খেলায় হেরে গেলেন,Sylhet ,Sylhet  আফনে ফুটবল খেলাত আরি গেসইন,ʃɔlhe  ɐcʰone futbɔl xelɐt̪ ɐɾɪ gesɪn
তুমি ক্রিকেট খেলাত জিতছো,তুমি ক্রিকেট খেলায় জিতলে,Sylhet ,Sylhet  তুমি ক্রিকেট খেলাত জিতছো,ʃɔlhe  t̪umɪ kɾɪket kʰelɐt̪ ɟɪt̪cʰo
তুই ইন তাকি যা,তুই এখান থেকে যা,Sylhet ,Sylhet  তুই ইন তাকি যা,ʃɔlhe  t̪u͡ɪ̯ ɪn t̪ɐkɪ ɟɐ
আফনে আমারে দয়া করিয়া বিশ্বাস করওক্কা,আপনি আমাকে দয়া করে  বিশ্বাস করেন,Sylhet ,Sylhet  আফনে আমারে দয়া করিয়া বিশ্বাস করওক্কা,ʃɔlhe  ɐcʰone ɐmɐɾe d̪ɔʲɐ koɾɪʲɐ bɪʃʃɐʃ koɾokkɐ
ছুট বাইচ্চা অসুখ অইগেসে,ছোট শিশুটি  অসুস্থ হয়ে পরেছে,Sylhet ,Sylhet  ছুট বাইচ্চা অসুখ অইগেসে,ʃɔlhe  cʰut bɐ͡ɪ̯ccɐ ɔʃukʰ ɔ͡ɪ̯gese
তুমি কিতা আমার লাগি বার চাইতায় ফারবায়,তুমি কি আমার জন্য অপেক্ষা করতে পারবে ?,Sylhet ,Sylhet  তুমি কিতা আমার লাগি বার চাইতায় ফারবায়,ʃɔlhe  t̪umɪ kɪt̪ɐ ɐmɐɾ lɐgɪ bɐɾ cɐ͡ɪ̯t̪ɐe̯ pʰɐɾbɐe̯
তুমি আমার কাছে মাফ চাও,তুমি আমার কাছে  ক্ষমা চাও,Sylhet ,Sylhet  তুমি আমার কাছে মাফ চাও,ʃɔlhe  t̪umɪ ɐmɐɾ kɐcʰe mɐpʰ cɐ͡o̯
আমি বিকালে ঘুমাই গেছলাম,আমি বিকালে একটু ঘুমিয়ে নিলাম,Sylhet ,Sylhet  আমি বিকালে ঘুমাই গেছলাম,ʃɔlhe  ɐmɪ bɪkɐle gʱumɐ͡ɪ̯ gecʰolɐm
আমার আব্বুয়ে বড় ভাইয়র উফরে রাগ করছইন,আমার আব্বু বড় ভাইয়ের উপর রেগে গেছিলেন,Sylhet ,Sylhet  আমার আব্বুয়ে বড় ভাইয়র উফরে রাগ করছইন,ʃɔlhe  ɐmɐɾ ɐbbuʲe bɔɽo bʱɐ͡ɪ̯ʲoɾ upʰɔɾe ɾɐg koɾcʰɪn
তোমার কথা হুনিয়া খুব অবাক অইছলাম,তোমার কথা শুনে আমি খুব অবাক হয়ে গেছিলাম,Sylhet ,Sylhet  তোমার কথা হুনিয়া খুব অবাক অইছলাম,ʃɔlhe  t̪omɐɾ kɔt̪ʰɐ hunɪʲɐ kʰub ɔbɐk e͡ɪ̯cʰɔlɐm
তোমার কিতা মাথাত বেদনা করের নি?,তোমার কি মাথা ব্যাথা করছে ?,Sylhet ,Sylhet  তোমার কিতা মাথাত বেদনা করের নি?,ʃɔlhe  t̪omɐɾ kɪt̪ɐ mɐt̪ʰɐt̪ bed̪onɐ kɔɾeɾ nɪ?
আমার হাত খরচ আমার আব্বুয়ে দেইন,আমার হাত  খরচের টাকা আমার আব্বু দেয়,Sylhet ,Sylhet  আমার হাত খরচ আমার আব্বুয়ে দেইন,ʃɔlhe  ɐmɐɾ hɐt̪ kʰɔɾoc ɐmɐɾ ɐbbuʲe d̪e͡ɪ̯n
আমার বইনে ইদানীং খারাফ আচরণ করের,আমার বোন ইদানীং অনেক খারাপ আচরন করে,Sylhet ,Sylhet  আমার বইনে ইদানীং খারাফ আচরণ করের,ʃɔlhe  ɐmɐɾ bo͡ɪ̯ne ɪd̪ɐnɪŋ kʰɐɾɐpʰ ɐcɾɔn kɔɾeɾ
আমি যে ফুয়ারে ভালা ফাই ইগুয়ে আমার ফেমিলিরে সম্মান দেয় না,আমি যেই ছেলেকে পছন্দ করি সে আমার পরিবারের কাউকে সম্মান করেনা,Sylhet ,Sylhet  আমি যে ফুয়ারে ভালা ফাই ইগুয়ে আমার ফেমিলিরে সম্মান দেয় না,ʃɔlhe  ɐmɪ ɟe pʰuʲɐɾe bʱɐlɐ pʰɐ͡ɪ̯ ɪguʲe ɐmɐɾ pʰemɪlɪɾe ʃɔmmɐn d̪ee̯ nɐ
ফুরি ইগুয়এ বিয়া করতো না কই দিছে,মেয়েটি তাকে বিয়ে করবে না বলে দিয়েছে ,Sylhet ,Sylhet  ফুরি ইগুয়এ বিয়া করতো না কই দিছে,ʃɔlhe  pʰuɾɪ ɪguʲe bɪʲɐ koɾt̪o nɐ ko͡ɪ̯ d̪ɪcʰe
বাড়িত আমার বিয়ার লাগি  ফুরি দেখা অর,বাড়ি থেকে বিয়ের জন্য আমার জন্য মেয়ে  দেখা শুরু করলো,Sylhet ,Sylhet  বাড়িত আমার বিয়ার লাগি  ফুরি দেখা অর,ʃɔlhe  bɐɽɪt̪o ɐmɐɾ bɪʲɐɾ lɐgɪ  pʰuɾɪ d̪ɛkʰɐ ɔɾ
আমার বিয়া তোমার ছুট বইনর লগে ঠিক অইছে,আমার বিয়ে তোমার ছোট বোনের সাথে ঠিক হয়েছে,Sylhet ,Sylhet  আমার বিয়া তোমার ছুট বইনর লগে ঠিক অইছে,ʃɔlhe  ɐmɐɾ bɪʲɐ t̪omɐɾ cʰut bo͡ɪ̯nɔɾ lɔge tʰɪk e͡ɪ̯cʰe
ফুয়া ইগুয়ে দুই বছর পরে বিয়া করতো চায়,ছেলেটি আরও দুই  বছর পরে বিয়ে করতে চায় ,Sylhet ,Sylhet  ফুয়া ইগুয়ে দুই বছর পরে বিয়া করতো চায়,ʃɔlhe  pʰuʲɐ ɪguʲe d̪u͡ɪ̯ bɔcʰoɾ pɔɾe bɪʲɐ koɾt̪o cɐe̯
