regional_text,bangla_speech,region_name,combined,ipa_output
আই চলি যাইর তোয়ার আর হোন দিন ফোন দিয়েরে ন হইয়ুম এক্কেনা সময় দো,আমি চলে যাচ্ছি তোমাকে আর কোন দিন ফোন দিয়ে বলবোনা একটু সময় দাও,Chittagong,Chittagong আই চলি যাইর তোয়ার আর হোন দিন ফোন দিয়েরে ন হইয়ুম এক্কেনা সময় দো,cɪtɐgon ɐ͡ɪ̯ colɪ zɐ͡ɪ̯ɾ t̪oʷɐɾ ɐɾ hon d̪ɪn fon d̪ɪʲeɾe nɔ ho͡ɪ̯ʲum ɛkkenɐ ʃɔmɔe̯ d̪o
বুঝি উঠিন্ন ফারির কেন গইজ্জুম,বুঝে উঠতে পারছিলাম না কী করবো,Chittagong,Chittagong বুঝি উঠিন্ন ফারির কেন গইজ্জুম,cɪtɐgon buzʱɪ utʰɪnno fɐɾɪɾ keno gɔ͡ɪ̯zzum
তোঁয়ার বেজ্ঞিন হতা ঠিক আচে,তোমার সব কথা  ঠিক আছে,Chittagong,Chittagong তোঁয়ার বেজ্ঞিন হতা ঠিক আচে,ce
আঁই বালা ফোঁয়া,আমি ভালো ছেলে,Chittagong,Chittagong আঁই বালা ফোঁয়া,cɪtɐgon ɐ̃ɪ bɐlɐ fõʷɐ
বিয়ার লাই আর আব্বা আর লাই মাইয়্যা তুয়ার,বিয়ের জন্য আব্বা আমার জন্য মেয়ে খুজতাসে,Chittagong,Chittagong বিয়ার লাই আর আব্বা আর লাই মাইয়্যা তুয়ার,cɪtɐgon bɪʲɐɾ lɐ͡ɪ̯ ɐɾ ɐbbɐ ɐɾ lɐ͡ɪ̯ mɐ͡ɪ̯ʲlɐ t̪uʲɐɾ
আম্মা আঁরে গতহালিয়া উওজ্ঞা ফোয়ার লই দেহা গইর ত হইয়্যে,আম্মা আমাকে গতকাল একটা ছেলের সাথে দেখা করতে বলেছিলও,Chittagong,Chittagong আম্মা আঁরে গতহালিয়া উওজ্ঞা ফোয়ার লই দেহা গইর ত হইয়্যে,cɪtɐgon ɐmmɐ ɐ̃ɾe gɔt̪ohɐlɪʲɐ u͡o̯ggɐ foʷɐɾ lɔ͡ɪ̯ d̪ehɐ gɪɾ t̪o ho͡ɪ̯ʲt̪e
ফোয়াইবারে আত্তুন গম লাইগ্যে,ছেলেটিকে আমার ভাল লেগেছে,Chittagong,Chittagong ফোয়াইবারে আত্তুন গম লাইগ্যে,cɪtɐgon foʷɐ͡ɪ̯bɐɾe ɐt̪t̪un gɔm lɐ͡ɪ̯gke
ফোয়াইবা অন্য হনো মাইফোয়ারে বালবাসে ফল্লাই,ছেলেটি হয়ত অন্য কোনও মেয়েকে ভালবাসে,Chittagong,Chittagong ফোয়াইবা অন্য হনো মাইফোয়ারে বালবাসে ফল্লাই,cɪtɐgon foʷɐ͡ɪ̯bɐ ɔnno hono mɐ͡ɪ̯foʷɐɾe bɐlbɐʃe fɔllɐ͡ɪ̯
মাইফোয়া ইবা ফোয়াইবার অফেক্কায় তাহে,মেয়েটি ছেলেটার অপেক্ষায় থাকে,Chittagong,Chittagong মাইফোয়া ইবা ফোয়াইবার অফেক্কায় তাহে,cɪtɐgon mɐ͡ɪ̯foʷɐ ɪbɐ foʷɐ͡ɪ̯bɐɾ ɔfekkɐe̯ t̪ɐhe
ফোয়াইবা কিল্লাই যে মাইফোয়া ইবার মনোর হতা ন বুযে,ছেলেটি কেন যে মেয়েটার মনের কথা বুঝে না,Chittagong,Chittagong ফোয়াইবা কিল্লাই যে মাইফোয়া ইবার মনোর হতা ন বুযে,cɪtɐgon foʷɐ͡ɪ̯bɐ kɪllɐ͡ɪ̯ ze mɐ͡ɪ̯foʷɐ ɪbɐɾ monoɾ hɔt̪ɐ nɔ buze
মাইফোয়া ইবা ফোয়াইবারে তাই মনোর হতা গম গরি বউযাইত ন ফারে ফল্লাই,মেয়েটি হয়ত ছেলেটাকে তাঁর মনের কথা ভাল ভাবে বুঝাতে পারেনাই,Chittagong,Chittagong মাইফোয়া ইবা ফোয়াইবারে তাই মনোর হতা গম গরি বউযাইত ন ফারে ফল্লাই,cɪtɐgon mɐ͡ɪ̯foʷɐ ɪbɐ foʷɐ͡ɪ̯bɐɾe t̪ɐ͡ɪ̯ monoɾ hɔt̪ɐ gɔm goɾɪ bɔ͡u̯zɐ͡ɪ̯t̪o nɔ fɐɾe fɔ
হনো একদিন ফোয়াইবা মাইফোয়া ইবারে বালবাসিবো ফল্লাই,হয়ত কোন একদিন ছেলেটি মেয়েটাকে ভালবাসবে,Chittagong,Chittagong হনো একদিন ফোয়াইবা মাইফোয়া ইবারে বালবাসিবো ফল্লাই,cɪtɐgon hono ɛkd̪ɪn foʷɐ͡ɪ̯bɐ mɐ͡ɪ̯foʷɐ ɪbɐɾe bɐlbɐʃɪbo fɔllɐ͡ɪ̯
তুঁই আঁরে দয়া গরি বিরক্ত ন গইরগো,তুমি আমাকে দয়া করে আর বিরক্ত করো না,Chittagong,Chittagong তুঁই আঁরে দয়া গরি বিরক্ত ন গইরগো,chɪtɐgon t̪ũɪ ɐ̃ɾe d̪ɔʲɐ goɾɪ bɪɾokt̪o nɔ go͡ɪ̯ɾgo
ইতে তারে বউত বিরক্ত গরে,সে তাকে অনেক বিরক্ত করে,Chittagong,Chittagong ইতে তারে বউত বিরক্ত গরে,cɪt̪ɐɾe bɔ͡u̯t̪o bɪɾokt̪o goɾe
ইতেরে লই আঁই আঁর গেরামর বারিত বেরাইতো যাইত চায়,তাকে নিয়ে আমি আমার গ্রামের বাড়িতে ঘুরতে যেতে চাই,Chittagong,Chittagong ইতেরে লই আঁই আঁর গেরামর বারিত বেরাইতো যাইত চায়,cɐe̯
এবার চুটিত সিলেট বেরাইতো যাইয়্যুম,এইবার ছুটিতে সিলেট ঘুরতে যাব,Chittagong,Chittagong এবার চুটিত সিলেট বেরাইতো যাইয়্যুম,cɪtɐgon ebɐɾ cutɪt̪o sɪlet beɾɐ͡ɪ̯t̪o zɐ͡ɪ̯ʲd̪ʱum
আঁই যারে বালবাসি ইতে সিলেট তাকে,আমি যাকে ভালবাসি সে সিলেটে থাকে,Chittagong,Chittagong আঁই যারে বালবাসি ইতে সিলেট তাকে,cɪtɐgon ɐ̃ɪ zɐɾe bɐlbɐʃɪ
আঁর এহন বইওয়া ন লাগিবো,আমার এখন বইটা লাগবে নাহ,Chittagong,Chittagong আঁর এহন বইওয়া ন লাগিবো,cɪtɐgon ɐ̃ɾ ehon bo͡ɪ̯oʷɐ nɔ lɐgɪbo
তুঁই কি বইইবা ফইরতো চ নে,তুমি কি এই বইটি পড়তে চাও ?,Chittagong,Chittagong তুঁই কি বইইবা ফইরতো চ নে,cɪtɐgon t̪ũɪ kɪ bo͡ɪ̯͡ɪ̯bɐ fɪɾot̪o c ne
ইবা কি এই বইইবা ফইরত চায় নে,সে  কি এই বইটি পড়তে চায়  ?,Chittagong,Chittagong ইবা কি এই বইইবা ফইরত চায় নে,cɐe̯ ne
অনে কি বইইবা ফইরতো চন নে,আপনি  কি এই বইটি পড়তে চান  ?,Chittagong,Chittagong অনে কি বইইবা ফইরতো চন নে,cɪtɐgon ɔne kɪ bo͡ɪ̯͡ɪ̯bɐ fɪɾot̪o cɔn ne
আত্তুন বই ফইরতে বউত বালা লাগে,আমার বই পরতে অনেক ভাল লাগে,Chittagong,Chittagong আত্তুন বই ফইরতে বউত বালা লাগে,cɪtɐgon ɐt̪t̪un bo͡ɪ̯ fɪɾt̪e bɔ͡u̯t̪o bɐlɐ lɐge
তোঁয়ার আঁরে চিনা ন ফরিবো,তোমার আমাকে চিনতে হবে না   ,Chittagong,Chittagong তোঁয়ার আঁরে চিনা ন ফরিবো,cɪtɐgon t̪õʲɐɾ ɐ̃ɾe cɪnɐ nɔ foɾɪbo
বউত রাইত অইয়্যে এহন গুম য গই,অনেক রাত হয়েছে এখন ঘুমিয়ে যাও ,Chittagong,Chittagong বউত রাইত অইয়্যে এহন গুম য গই,cɪtɐgon bɔ͡u̯t̪o ɾɐ͡ɪ̯t̪o ɔ͡ɪ̯kt̪e ehon gum z go͡ɪ̯
তোঁয়াত্তুন ফরালেহা গরা ফরিবো,তোমাকে পড়ালেখা করতে হবে,Chittagong,Chittagong তোঁয়াত্তুন ফরালেহা গরা ফরিবো,cɪtɐgon t̪õʲɐt̪t̪un fɔɾɐlehɐ gɔɾɐ foɾɪbo
তোঁয়াত্তুন ফরালেহা গইরতো গম ন লাগে,তোমার পড়ালেখা করতে ভাল লাগে না?,Chittagong,Chittagong তোঁয়াত্তুন ফরালেহা গইরতো গম ন লাগে,cɪtɐgon t̪õʲɐt̪t̪un fɔɾɐlehɐ gɪɾot̪o gɔm nɔ lɐge
আঁত্তুন ফরালেহা গরা ফরিবো,আমাকে পড়ালেখা করতে হবে,Chittagong,Chittagong আঁত্তুন ফরালেহা গরা ফরিবো,cɪtɐgon ɐ̃t̪t̪un fɔɾɐlehɐ gɔɾɐ foɾɪbo
ইবা বউত বালা রান্না গরে,সে  অনেক ভালো রান্না করে,Chittagong,Chittagong ইবা বউত বালা রান্না গরে,cɪtɐgon ɪbɐ bɔ͡u̯t̪o bɐlɐ ɾɐnnɐ goɾe
আঁই এক্কান বিদ্যালয় অত ফরালেহা গরি,আমি  একটি বিদ্যালয়  পড়ালেখা করি ,Chittagong,Chittagong আঁই এক্কান বিদ্যালয় অত ফরালেহা গরি,cɪtɐgon ɐ̃ɪ ɛkkɐn bɪd̪d̪ɐlɔe̯ ɔt̪o fɔɾɐlehɐ goɾɪ
আঁর চোড বইন এক্কান বিদ্যালয় অত ফরালেহা গরে,আমার ছোট বোন একটি বিদ্যালয়ে পড়ে,Chittagong,Chittagong আঁর চোড বইন এক্কান বিদ্যালয় অত ফরালেহা গরে,cɪtɐgon ɐ̃ɾ cod bo͡ɪ̯n ɛkkɐn bɪd̪d̪ɐlɔe̯ ɔt̪o fɔɾɐlehɐ goɾe
আঁর ছোড ভাই এক্কান বিদ্যালয় অত ফরালেহা গরে,আমার ছোট ভাই  একটি বিদ্যালয়ে  পড়ালেখা করে,Chittagong,Chittagong আঁর ছোড ভাই এক্কান বিদ্যালয় অত ফরালেহা গরে,cɪtɐgon ɐ̃ɾ cʰod vɐ͡ɪ̯ ɛkkɐn bɪd̪d̪ɐlɔe̯ ɔt̪o fɔɾɐlehɐ goɾe
আত্তুন বিদ্যালয় অত যাইত গম ন লাগে,আমার বিদ্যালয়ে  যেতে ভাল লাগে না,Chittagong,Chittagong আত্তুন বিদ্যালয় অত যাইত গম ন লাগে,cɪtɐgon ɐt̪t̪un bɪd̪d̪ɐlɔe̯ ɔt̪o zɐ͡ɪ̯t̪o gɔm nɔ lɐge
আঁর বিয়ার বয়স ফার অই যার গই,আমার বিয়ের বয়স পার হয়ে যাচ্ছে,Chittagong,Chittagong আঁর বিয়ার বয়স ফার অই যার গই,cɪtɐgon ɐ̃ɾ bɪʲɐɾ bɔʲoʃ fɐɾ ɔ͡ɪ̯ zɐɾ go͡ɪ̯
আহারে তোঁয়ার মন অত হত দুক্ক,আহারে তোমার মনে কতো দুঃখ,Chittagong,Chittagong আহারে তোঁয়ার মন অত হত দুক্ক,cɪtɐgon ɐhɐɾe t̪õʲɐɾ mon ɔt̪o hɔt̪o d̪ukko
আঁই গুম যাইতো যাইর,আমি ঘুমাতে যাবো,Chittagong,Chittagong আঁই গুম যাইতো যাইর,cɪtɐgon ɐ̃ɪ gum zɐ͡ɪ̯t̪o zɐ͡ɪ̯ɾ
আঁই নাচিত ফারি,আমি নাচতে পারি,Chittagong,Chittagong আঁই নাচিত ফারি,cɪtɐgon ɐ̃ɪ nɐcɪt̪o fɐɾɪ
আঁই আচুইরতে পচন্দ গরি,আমি সাঁতার কাটতে পছন্দ করি ,Chittagong,Chittagong আঁই আচুইরতে পচন্দ গরি,cɪtɐgon ɐ̃ɪ ɐcu͡ɪ̯ɾt̪e pɔcond̪o goɾɪ
আঁই তোয়াঁর বাসাত বেরাইতো আইসসোম,আমি তোমার বাসায় ঘুরতে আসবো,Chittagong,Chittagong আঁই তোয়াঁর বাসাত বেরাইতো আইসসোম,cɪtɐgon ɐ̃ɪ t̪oʷɐ̃ɾ bɐʃɐt̪ beɾɐ͡ɪ̯t̪o ɐ͡ɪ̯sʃom
ইতে তার গেরামর বারিত বেরাইতো গেয়্যে,সে তার গ্রামের বাড়িতে ঘুরতে গিয়েছে,Chittagong,Chittagong ইতে তার গেরামর বারিত বেরাইতো গেয়্যে,cɪtɐgon ɪt̪e t̪ɐɾ geɾɐmɔɾ bɐɾɪt̪ɔ beɾɐ͡ɪ̯t̪o gekt̪e
আঁর বন্দু মানসিক বাবে দুর্বল,আমার বন্ধু মানসিক ভাবে দুর্বল,Chittagong,Chittagong আঁর বন্দু মানসিক বাবে দুর্বল,cɪtɐgon ɐ̃ɾ bond̪u mɐnoʃɪk bɐbe d̪uɾbol
এন সময় তার কি গরা উচিত,এমন অবস্থায় তার কি করা উচিত ?,Chittagong,Chittagong এন সময় তার কি গরা উচিত,cɪtɐgon en ʃɔmɔe̯ t̪ɐɾ kɪ gɔɾɐ ucɪt̪
আঁর দুওয়া বাবু আচে,আমার দুইটি বাবু আছে,Chittagong,Chittagong আঁর দুওয়া বাবু আচে,cɪtɐgon ɐ̃ɾ d̪u͡o̯ʷɐ bɐbu ɐce
আঁর জামাইরে আঁই কুব বালবাসি,আমার স্বামীকে আমি খুব ভালোবাসি,Chittagong,Chittagong আঁর জামাইরে আঁই কুব বালবাসি,cɪtɐgon ɐ̃ɾ zɐmɐ͡ɪ̯ɾe ɐ̃ɪ kubo bɐlbɐʃɪ
বউতদিন ফর অনর লই দেহা,অনেক দিন পর আপনার সাথে দেখা,Chittagong,Chittagong বউতদিন ফর অনর লই দেহা,cɪtɐgon bɔ͡u̯t̪od̪ɪn fɔɾ ɔnoɾ lɔ͡ɪ̯ d̪ehɐ
অনে কেন আচন,আপনি কেমন আছেন ?,Chittagong,Chittagong অনে কেন আচন,cɪtɐgon ɔne keno ɐcon
অনর কি আঁর হতা মনোত আচে আইযো,আপনার কি আমার কথা মনে আছে এখনও ?,Chittagong,Chittagong অনর কি আঁর হতা মনোত আচে আইযো,cɪtɐgon ɔnɔɾ kɪ ɐ̃ɾ hɔt̪ɐ monot̪o ɐce ɐ͡ɪ̯zo
আঁর ফরালেহা গইরতো গম না লাগে,আমার পড়ালেখা করতে ভালো লাগে নাহ,Chittagong,Chittagong আঁর ফরালেহা গইরতো গম না লাগে,cɪtɐgon ɐ̃ɾ fɔɾɐlehɐ gɪɾot̪o gɔm nɐ lɐge
আঁর বিদেশঅত যাই ফরালেহা গরিবর সফ্ন,আমার বিদেশে গিয়ে পড়ালেখা করার স্বপ্ন,Chittagong,Chittagong আঁর বিদেশঅত যাই ফরালেহা গরিবর সফ্ন,cɪtɐgon ɐ̃ɾ bɪd̪eʃɔt̪o zɐ͡ɪ̯ fɔɾɐlehɐ goɾɪbɔɾ ʃɔfno
অনর লাই হতা হই বউত গম লাইজ্ঞে,আপনার সাথে কথা বলে অনেক ভালো লাগলো,Chittagong,Chittagong অনর লাই হতা হই বউত গম লাইজ্ঞে,cɪtɐgon ɔnɔɾ lɐ͡ɪ̯ hɔt̪ɐ ho͡ɪ̯ bɔ͡u̯t̪o gɔm lɐ͡ɪ̯gge
বউতকিয়ায় হদে ফ্রেম গইরলে মানুষ ডিলা অই,অনেকে বলে প্রেম করলে মানুষ বোকা হয়,Chittagong,Chittagong বউতকিয়ায় হদে ফ্রেম গইরলে মানুষ ডিলা অই,cɪtɐgon bɔ͡u̯t̪okɪʲɐe̯ hod̪e fɾem gɪɾle mɐnuʃ dɪlɐ ɔ͡ɪ̯
বউতকিয়ায় আরো হদে যে বিয়া গইরলে মানুষ গাদা অই,অনেকে আরো বলে যে বিয়ে করলে মানুষ নাকি গাধা হয়,Chittagong,Chittagong বউতকিয়ায় আরো হদে যে বিয়া গইরলে মানুষ গাদা অই,cɪtɐgon bɔ͡u̯t̪okɪʲɐe̯ ɐɾo hod̪e ze bɪʲɐ gɪɾle mɐnuʃ gɐd̪ɐ ɔ͡ɪ̯
ওজ্ঞা লোক মরি গেইয়্যুই,একজন লোক মারা গেছেন,Chittagong,Chittagong ওজ্ঞা লোক মরি গেইয়্যুই,cɪtɐgon oggɐ lok moɾɪ ge͡ɪ̯ʲu͡ɪ̯
তুঁই ইল্লা গরিব আগে কা ন হ,তুমি এত গরীব আগে কেন বলোনি,Chittagong,Chittagong তুঁই ইল্লা গরিব আগে কা ন হ,cɪtɐgon t̪ũɪ ɪllɐ goɾɪb ɐge kɐ nɔ ho
আঁই আগেই হয়্যি তুঁই চারা এই দুনিয়াত আঁর আর কিচু নাই,আমি আগেই বলেছি তুমি ছাড়া এই পৃথিবীতে আমার আর কিছুই নাই,Chittagong,Chittagong আঁই আগেই হয়্যি তুঁই চারা এই দুনিয়াত আঁর আর কিচু নাই,cɪtɐgon ɐ̃ɪ ɐge͡ɪ̯ hokɪ t̪ũɪ cɐɾɐ e͡ɪ̯ d̪unɪʲɐt̪ ɐ̃ɾ ɐɾ kɪcu nɐ͡ɪ̯
মনোর বালবাসা চিরদিন তাকি যাইবই,মনের ভালোবাসা চিরদিন থেকে যাবে,Chittagong,Chittagong মনোর বালবাসা চিরদিন তাকি যাইবই,cɪtɐgon monoɾ bɐlbɐʃɐ cɪɾd̪ɪn t̪ɐkɪ ɟɐ͡ɪ̯bo͡ɪ̯
জিবনর এক্কানা ফত গাআগাই চলা তেমন কটিন ন,জীবনের কিছুটা পথ একা একা চলা তেমন কঠিন নয়,Chittagong,Chittagong জিবনর এক্কানা ফত গাআগাই চলা তেমন কটিন ন,cɪbɔnoɾ ɛkkɐnɐ fot̪o gɐ͡ɐ̯gɐ͡ɪ̯ cɔlɐ t̪ɛmon kotɪn n
যিবন অইলদি বাচার লাই,জীবন হলো বাঁচার  জন্য,Chittagong,Chittagong যিবন অইলদি বাচার লাই,cɐɾ lɐ͡ɪ̯
মন অইলদি দিবর লাই,মন  হলো দেবার জন্য,Chittagong,Chittagong মন অইলদি দিবর লাই,cɪtɐgon mon ɔ͡ɪ̯ld̪ɪ d̪ɪbɔɾ lɐ͡ɪ̯
বালবাসা অইলদি আজিবন পাশে তাহিবর লাই,ভালবাসা  হলো সারা জীবন পাশে থাকার জন্য,Chittagong,Chittagong বালবাসা অইলদি আজিবন পাশে তাহিবর লাই,cɪtɐgon bɐlbɐʃɐ ɔ͡ɪ̯ld̪ɪ ɐzɪbɔn pɐʃe t̪ɐhɪbɔɾ lɐ͡ɪ̯
আঁই কিচু বাবিত ন ফারি তোঁয়ারে চারা,আমি কিছু ভাবতে পারিনা তোমায় ছাড়া,Chittagong,Chittagong আঁই কিচু বাবিত ন ফারি তোঁয়ারে চারা,cɪtɐgon ɐ̃ɪ kɪcu bɐbɪt̪o nɔ fɐɾɪ t̪õʷɐɾe cɐɾɐ
আঁই কিচু লেকিত ন ফারি তোঁয়ার নাম চারা,আমি কিছু লিখতে পারিনা তোমার নাম ছাড়া,Chittagong,Chittagong আঁই কিচু লেকিত ন ফারি তোঁয়ার নাম চারা,cɪtɐgon ɐ̃ɪ kɪcu lekɪt̪o nɔ fɐɾɪ t̪õʲɐɾ nɐm cɐɾɐ
আঁই কিচু বুইয ত ন চাই তোঁয়ারে চারা,আমি কিছু বুঝতে চাইনা তোমায় ছাড়া ,Chittagong,Chittagong আঁই কিচু বুইয ত ন চাই তোঁয়ারে চারা,cɐɾɐ
